feature	importance	std
seq_Q018	0.0	0.0
seq_Q019	0.0	0.0
seq_Q020	0.0	0.0
seq_Q022	0.0	0.0
seq_Q025	0.0	0.0
seq_Q026	0.0	0.0
seq_Q027	0.0	0.0
seq_Q029	0.0	0.0
seq_Q031	0.0	0.0
seq_Q035	0.0	0.0
seq_Q037	0.0	0.0
seq_Q041	0.0	0.0
seq_Q042	0.0	0.0
seq_Q046	0.0	0.0
seq_Q047	0.0	0.0
seq_Q050	0.0	0.0
seq_Q051	0.0	0.0
seq_Q054	0.0	0.0
seq_Q057	0.0	0.0
seq_Q059	0.0	0.0
seq_Q060	0.0	0.0
seq_Q061	0.0	0.0
seq_Q062	0.0	0.0
seq_Q063	0.0	0.0
seq_Q064	0.0	0.0
seq_Q065	0.0	0.0
seq_Q066	0.0	0.0
seq_Q069	0.0	0.0
seq_Q070	0.0	0.0
seq_Q074	0.0	0.0
seq_Q077	0.0	0.0
seq_Q080	0.0	0.0
seq_Q081	0.0	0.0
seq_Q082	0.0	0.0
seq_Q083	0.0	0.0
seq_Q084	0.0	0.0
seq_Q086	0.0	0.0
seq_Q087	0.0	0.0
seq_Q088	0.0	0.0
seq_Q089	0.0	0.0
seq_Q090	0.0	0.0
seq_Q091	0.0	0.0
seq_Q093	0.0	0.0
seq_Q096	0.0	0.0
seq_Q097	0.0	0.0
seq_Q098	0.0	0.0
seq_Q101	0.0	0.0
seq_Q102	0.0	0.0
seq_Q103	0.0	0.0
seq_Q105	0.0	0.0
seq_Q107	0.0	0.0
seq_Q108	0.0	0.0
seq_Q109	0.0	0.0
seq_Q110	0.0	0.0
seq_Q111	0.0	0.0
seq_Q113	0.0	0.0
seq_Q114	0.0	0.0
seq_Q115	0.0	0.0
seq_Q116	0.0	0.0
seq_Q119	0.0	0.0
seq_Q120	0.0	0.0
seq_Q121	0.0	0.0
seq_Q124	0.0	0.0
seq_Q126	0.0	0.0
seq_Q127	0.0	0.0
seq_Q129	0.0	0.0
seq_Q130	0.0	0.0
seq_Q131	0.0	0.0
seq_Q133	0.0	0.0
seq_Q136	0.0	0.0
seq_Q137	0.0	0.0
seq_Q139	0.0	0.0
seq_Q142	0.0	0.0
seq_Q144	0.0	0.0
seq_Q145	0.0	0.0
seq_Q146	0.0	0.0
seq_Q147	0.0	0.0
seq_Q150	0.0	0.0
seq_Q151	0.0	0.0
seq_Q152	0.0	0.0
seq_Q153	0.0	0.0
seq_Q154	0.0	0.0
seq_Q155	0.0	0.0
seq_Q157	0.0	0.0
seq_Q158	0.0	0.0
seq_Q161	0.0	0.0
seq_Q162	0.0	0.0
seq_Q163	0.0	0.0
seq_Q164	0.0	0.0
seq_Q165	0.0	0.0
seq_Q167	0.0	0.0
seq_Q168	0.0	0.0
seq_Q169	0.0	0.0
seq_Q170	0.0	0.0
seq_Q173	0.0	0.0
seq_Q178	0.0	0.0
seq_Q179	0.0	0.0
seq_Q180	0.0	0.0
seq_Q181	0.0	0.0
seq_Q183	0.0	0.0
seq_Q184	0.0	0.0
seq_Q185	0.0	0.0
seq_Q197	0.0	0.0
seq_Q203	0.0	0.0
seq_Q204	0.0	0.0
seq_Q206	0.0	0.0
seq_Q207	0.0	0.0
seq_Q209	0.0	0.0
seq_Q211	0.0	0.0
seq_Q213	0.0	0.0
seq_Q214	0.0	0.0
seq_Q219	0.0	0.0
seq_Q220	0.0	0.0
seq_Q221	0.0	0.0
seq_Q225	0.0	0.0
seq_Q229	0.0	0.0
seq_Q230	0.0	0.0
seq_R001	0.0	0.0
seq_R002	0.0	0.0
seq_R003	0.0	0.0
seq_R004	0.0	0.0
seq_R005	0.0	0.0
seq_R006	0.0	0.0
seq_R007	0.0	0.0
seq_R008	0.0	0.0
seq_R009	0.0	0.0
seq_R010	0.0	0.0
seq_R014	0.0	0.0
seq_R015	0.0	0.0
seq_R016	0.0	0.0
seq_R019	0.0	0.0
seq_R020	0.0	0.0
seq_R022	0.0	0.0
seq_R023	0.0	0.0
seq_R025	0.0	0.0
seq_R026	0.0	0.0
seq_R029	0.0	0.0
seq_R030	0.0	0.0
seq_R032	0.0	0.0
seq_R033	0.0	0.0
seq_R036	0.0	0.0
seq_R037	0.0	0.0
seq_R039	0.0	0.0
seq_R041	0.0	0.0
seq_R043	0.0	0.0
seq_R044	0.0	0.0
seq_R045	0.0	0.0
seq_R046	0.0	0.0
seq_R051	0.0	0.0
seq_R054	0.0	0.0
seq_R058	0.0	0.0
seq_R059	0.0	0.0
seq_R060	0.0	0.0
seq_R063	0.0	0.0
seq_R064	0.0	0.0
seq_R066	0.0	0.0
seq_R069	0.0	0.0
seq_R070	0.0	0.0
seq_R074	0.0	0.0
seq_R075	0.0	0.0
seq_R076	0.0	0.0
seq_R077	0.0	0.0
seq_R078	0.0	0.0
seq_R080	0.0	0.0
seq_R081	0.0	0.0
seq_R082	0.0	0.0
seq_R083	0.0	0.0
seq_R084	0.0	0.0
seq_R085	0.0	0.0
seq_R087	0.0	0.0
seq_R090	0.0	0.0
seq_R091	0.0	0.0
seq_R095	0.0	0.0
seq_R102	0.0	0.0
seq_R103	0.0	0.0
seq_R104	0.0	0.0
seq_R105	0.0	0.0
seq_R107	0.0	0.0
seq_R108	0.0	0.0
seq_R109	0.0	0.0
seq_R112	0.0	0.0
seq_R113	0.0	0.0
seq_R114	0.0	0.0
seq_R115	0.0	0.0
seq_R116	0.0	0.0
seq_R117	0.0	0.0
seq_R118	0.0	0.0
seq_R119	0.0	0.0
seq_R121	0.0	0.0
seq_R123	0.0	0.0
seq_R124	0.0	0.0
seq_R125	0.0	0.0
seq_R126	0.0	0.0
seq_R129	0.0	0.0
seq_R133	0.0	0.0
seq_R142	0.0	0.0
seq_R143	0.0	0.0
seq_R145	0.0	0.0
seq_R146	0.0	0.0
seq_R147	0.0	0.0
seq_R148	0.0	0.0
seq_R151	0.0	0.0
seq_R152	0.0	0.0
seq_R153	0.0	0.0
seq_R157	0.0	0.0
seq_R158	0.0	0.0
seq_R160	0.0	0.0
seq_R164	0.0	0.0
seq_R165	0.0	0.0
seq_R166	0.0	0.0
seq_R167	0.0	0.0
seq_R168	0.0	0.0
seq_R169	0.0	0.0
seq_R170	0.0	0.0
seq_R171	0.0	0.0
seq_R172	0.0	0.0
seq_R173	0.0	0.0
seq_R174	0.0	0.0
seq_R175	0.0	0.0
seq_R176	0.0	0.0
seq_R177	0.0	0.0
seq_R179	0.0	0.0
seq_R180	0.0	0.0
seq_R181	0.0	0.0
seq_R182	0.0	0.0
seq_R184	0.0	0.0
seq_R186	0.0	0.0
seq_R187	0.0	0.0
seq_R190	0.0	0.0
seq_R202	0.0	0.0
seq_R203	0.0	0.0
seq_R206	0.0	0.0
seq_R208	0.0	0.0
seq_R210	0.0	0.0
seq_R213	0.0	0.0
seq_R214	0.0	0.0
seq_R215	0.0	0.0
seq_R216	0.0	0.0
seq_R217	0.0	0.0
seq_R218	0.0	0.0
seq_R219	0.0	0.0
seq_R220	0.0	0.0
seq_R221	0.0	0.0
seq_R222	0.0	0.0
seq_R225	0.0	0.0
seq_R226	0.0	0.0
seq_R227	0.0	0.0
seq_R229	0.0	0.0
seq_R230	0.0	0.0
seq_S000	0.0	0.0
seq_S001	0.0	0.0
seq_S002	0.0	0.0
seq_S003	0.0	0.0
seq_S004	0.0	0.0
seq_S005	0.0	0.0
seq_S006	0.0	0.0
seq_S007	0.0	0.0
seq_S008	0.0	0.0
seq_S009	0.0	0.0
seq_S010	0.0	0.0
seq_S012	0.0	0.0
seq_S015	0.0	0.0
seq_S018	0.0	0.0
seq_S019	0.0	0.0
seq_S022	0.0	0.0
seq_S023	0.0	0.0
seq_S025	0.0	0.0
seq_S026	0.0	0.0
seq_S027	0.0	0.0
seq_S029	0.0	0.0
seq_S030	0.0	0.0
seq_S031	0.0	0.0
seq_S032	0.0	0.0
seq_S034	0.0	0.0
seq_S035	0.0	0.0
seq_S036	0.0	0.0
seq_S039	0.0	0.0
seq_S040	0.0	0.0
seq_S042	0.0	0.0
seq_S043	0.0	0.0
seq_S047	0.0	0.0
seq_S050	0.0	0.0
seq_S053	0.0	0.0
seq_S056	0.0	0.0
seq_S057	0.0	0.0
seq_S059	0.0	0.0
seq_S062	0.0	0.0
seq_S063	0.0	0.0
seq_S068	0.0	0.0
seq_S069	0.0	0.0
seq_S070	0.0	0.0
seq_S073	0.0	0.0
seq_S074	0.0	0.0
seq_S075	0.0	0.0
seq_S076	0.0	0.0
seq_S077	0.0	0.0
seq_S079	0.0	0.0
seq_S086	0.0	0.0
seq_S088	0.0	0.0
seq_S089	0.0	0.0
seq_S092	0.0	0.0
seq_S093	0.0	0.0
seq_S094	0.0	0.0
seq_S095	0.0	0.0
seq_S099	0.0	0.0
seq_S101	0.0	0.0
seq_S102	0.0	0.0
seq_S105	0.0	0.0
seq_S106	0.0	0.0
seq_S108	0.0	0.0
seq_S110	0.0	0.0
seq_S112	0.0	0.0
seq_S113	0.0	0.0
seq_S114	0.0	0.0
seq_S118	0.0	0.0
seq_S119	0.0	0.0
seq_S121	0.0	0.0
seq_S125	0.0	0.0
seq_S126	0.0	0.0
seq_S127	0.0	0.0
seq_S128	0.0	0.0
seq_S129	0.0	0.0
seq_S130	0.0	0.0
seq_S132	0.0	0.0
seq_S137	0.0	0.0
seq_S139	0.0	0.0
seq_S140	0.0	0.0
seq_S141	0.0	0.0
seq_S146	0.0	0.0
seq_S147	0.0	0.0
seq_S150	0.0	0.0
seq_S153	0.0	0.0
seq_S156	0.0	0.0
seq_S157	0.0	0.0
seq_S158	0.0	0.0
seq_S160	0.0	0.0
seq_S162	0.0	0.0
seq_S163	0.0	0.0
seq_S166	0.0	0.0
seq_S167	0.0	0.0
seq_S168	0.0	0.0
seq_S169	0.0	0.0
seq_S170	0.0	0.0
seq_S171	0.0	0.0
seq_S173	0.0	0.0
seq_S174	0.0	0.0
seq_S175	0.0	0.0
seq_S176	0.0	0.0
seq_S177	0.0	0.0
seq_S178	0.0	0.0
seq_S179	0.0	0.0
seq_S180	0.0	0.0
seq_S182	0.0	0.0
seq_S183	0.0	0.0
seq_S184	0.0	0.0
seq_S186	0.0	0.0
seq_S187	0.0	0.0
seq_S193	0.0	0.0
seq_S194	0.0	0.0
seq_S202	0.0	0.0
seq_S204	0.0	0.0
seq_S205	0.0	0.0
seq_S207	0.0	0.0
seq_S209	0.0	0.0
seq_S211	0.0	0.0
seq_S212	0.0	0.0
seq_S213	0.0	0.0
seq_S214	0.0	0.0
seq_S215	0.0	0.0
seq_S217	0.0	0.0
seq_S218	0.0	0.0
seq_S219	0.0	0.0
seq_S220	0.0	0.0
seq_S221	0.0	0.0
seq_S222	0.0	0.0
seq_S223	0.0	0.0
seq_S224	0.0	0.0
seq_S228	0.0	0.0
seq_S230	0.0	0.0
seq_T000	0.0	0.0
seq_T002	0.0	0.0
seq_T003	0.0	0.0
seq_T006	0.0	0.0
seq_T008	0.0	0.0
seq_T009	0.0	0.0
seq_T010	0.0	0.0
seq_T013	0.0	0.0
seq_T018	0.0	0.0
seq_T019	0.0	0.0
seq_T020	0.0	0.0
seq_T023	0.0	0.0
seq_T024	0.0	0.0
seq_T025	0.0	0.0
seq_T027	0.0	0.0
seq_T028	0.0	0.0
seq_T029	0.0	0.0
seq_T030	0.0	0.0
seq_T034	0.0	0.0
seq_T035	0.0	0.0
seq_T036	0.0	0.0
seq_T037	0.0	0.0
seq_T040	0.0	0.0
seq_T042	0.0	0.0
seq_T043	0.0	0.0
seq_T048	0.0	0.0
seq_T056	0.0	0.0
seq_T058	0.0	0.0
seq_T062	0.0	0.0
seq_T064	0.0	0.0
seq_T065	0.0	0.0
seq_T067	0.0	0.0
seq_T068	0.0	0.0
seq_T069	0.0	0.0
seq_T070	0.0	0.0
seq_T073	0.0	0.0
seq_T074	0.0	0.0
seq_T078	0.0	0.0
seq_T079	0.0	0.0
seq_T080	0.0	0.0
seq_T084	0.0	0.0
seq_T086	0.0	0.0
seq_T087	0.0	0.0
seq_T090	0.0	0.0
seq_T091	0.0	0.0
seq_T095	0.0	0.0
seq_T097	0.0	0.0
seq_T098	0.0	0.0
seq_T100	0.0	0.0
seq_T101	0.0	0.0
seq_T102	0.0	0.0
seq_T103	0.0	0.0
seq_T108	0.0	0.0
seq_T110	0.0	0.0
seq_T112	0.0	0.0
seq_T113	0.0	0.0
seq_T114	0.0	0.0
seq_T116	0.0	0.0
seq_T117	0.0	0.0
seq_T118	0.0	0.0
seq_T119	0.0	0.0
seq_T121	0.0	0.0
seq_T126	0.0	0.0
seq_T127	0.0	0.0
seq_T128	0.0	0.0
seq_T130	0.0	0.0
seq_T132	0.0	0.0
seq_T133	0.0	0.0
seq_T136	0.0	0.0
seq_T137	0.0	0.0
seq_T138	0.0	0.0
seq_T140	0.0	0.0
seq_T145	0.0	0.0
seq_T147	0.0	0.0
seq_T150	0.0	0.0
seq_T151	0.0	0.0
seq_T153	0.0	0.0
seq_T154	0.0	0.0
seq_T156	0.0	0.0
seq_T158	0.0	0.0
seq_T159	0.0	0.0
seq_T162	0.0	0.0
seq_T163	0.0	0.0
seq_T166	0.0	0.0
seq_T167	0.0	0.0
seq_T168	0.0	0.0
seq_T169	0.0	0.0
seq_T170	0.0	0.0
seq_T171	0.0	0.0
seq_T172	0.0	0.0
seq_T173	0.0	0.0
seq_T174	0.0	0.0
seq_T175	0.0	0.0
seq_T178	0.0	0.0
seq_T179	0.0	0.0
seq_T180	0.0	0.0
seq_T182	0.0	0.0
seq_T184	0.0	0.0
seq_T185	0.0	0.0
seq_T186	0.0	0.0
seq_T193	0.0	0.0
seq_T202	0.0	0.0
seq_T203	0.0	0.0
seq_T204	0.0	0.0
seq_T208	0.0	0.0
seq_T209	0.0	0.0
seq_T211	0.0	0.0
seq_T212	0.0	0.0
seq_T213	0.0	0.0
seq_T214	0.0	0.0
seq_T215	0.0	0.0
seq_T216	0.0	0.0
seq_T217	0.0	0.0
seq_T218	0.0	0.0
seq_T219	0.0	0.0
seq_T220	0.0	0.0
seq_T221	0.0	0.0
seq_T222	0.0	0.0
seq_T223	0.0	0.0
seq_T224	0.0	0.0
seq_T228	0.0	0.0
seq_V000	0.0	0.0
seq_V002	0.0	0.0
seq_V003	0.0	0.0
seq_V004	0.0	0.0
seq_V005	0.0	0.0
seq_V006	0.0	0.0
seq_V008	0.0	0.0
seq_V009	0.0	0.0
seq_V010	0.0	0.0
seq_V013	0.0	0.0
seq_V014	0.0	0.0
seq_V015	0.0	0.0
seq_V018	0.0	0.0
seq_V019	0.0	0.0
seq_V020	0.0	0.0
seq_V024	0.0	0.0
seq_V025	0.0	0.0
seq_V027	0.0	0.0
seq_V028	0.0	0.0
seq_V031	0.0	0.0
seq_V032	0.0	0.0
seq_V034	0.0	0.0
seq_V035	0.0	0.0
seq_V036	0.0	0.0
seq_V040	0.0	0.0
seq_V041	0.0	0.0
seq_V042	0.0	0.0
seq_V043	0.0	0.0
seq_V045	0.0	0.0
seq_V048	0.0	0.0
seq_V051	0.0	0.0
seq_V052	0.0	0.0
seq_V055	0.0	0.0
seq_V057	0.0	0.0
seq_V058	0.0	0.0
seq_V059	0.0	0.0
seq_V062	0.0	0.0
seq_V063	0.0	0.0
seq_V065	0.0	0.0
seq_V069	0.0	0.0
seq_V070	0.0	0.0
seq_V073	0.0	0.0
seq_V075	0.0	0.0
seq_V076	0.0	0.0
seq_V078	0.0	0.0
seq_V081	0.0	0.0
seq_V084	0.0	0.0
seq_V085	0.0	0.0
seq_V086	0.0	0.0
seq_V087	0.0	0.0
seq_V089	0.0	0.0
seq_V090	0.0	0.0
seq_V091	0.0	0.0
seq_V092	0.0	0.0
seq_V094	0.0	0.0
seq_V098	0.0	0.0
seq_V099	0.0	0.0
seq_V101	0.0	0.0
seq_V102	0.0	0.0
seq_V103	0.0	0.0
seq_V106	0.0	0.0
seq_V108	0.0	0.0
seq_V109	0.0	0.0
seq_V110	0.0	0.0
seq_V111	0.0	0.0
seq_V112	0.0	0.0
seq_V113	0.0	0.0
seq_V114	0.0	0.0
seq_V116	0.0	0.0
seq_V117	0.0	0.0
seq_V119	0.0	0.0
seq_V120	0.0	0.0
seq_V123	0.0	0.0
seq_V125	0.0	0.0
seq_V128	0.0	0.0
seq_V129	0.0	0.0
seq_V130	0.0	0.0
seq_V131	0.0	0.0
seq_V136	0.0	0.0
seq_V141	0.0	0.0
seq_V143	0.0	0.0
seq_V145	0.0	0.0
seq_V146	0.0	0.0
seq_V147	0.0	0.0
seq_V148	0.0	0.0
seq_V149	0.0	0.0
seq_V150	0.0	0.0
seq_V152	0.0	0.0
seq_V154	0.0	0.0
seq_V156	0.0	0.0
seq_V157	0.0	0.0
seq_V158	0.0	0.0
seq_V159	0.0	0.0
seq_V163	0.0	0.0
seq_V165	0.0	0.0
seq_V167	0.0	0.0
seq_V168	0.0	0.0
seq_V169	0.0	0.0
seq_V170	0.0	0.0
seq_V172	0.0	0.0
seq_V173	0.0	0.0
seq_V174	0.0	0.0
seq_V175	0.0	0.0
seq_V176	0.0	0.0
seq_V177	0.0	0.0
seq_V178	0.0	0.0
seq_V179	0.0	0.0
seq_V180	0.0	0.0
seq_V181	0.0	0.0
seq_V182	0.0	0.0
seq_V183	0.0	0.0
seq_V185	0.0	0.0
seq_V201	0.0	0.0
seq_V203	0.0	0.0
seq_V205	0.0	0.0
seq_V207	0.0	0.0
seq_V208	0.0	0.0
seq_V210	0.0	0.0
seq_V211	0.0	0.0
seq_V212	0.0	0.0
seq_V214	0.0	0.0
seq_V215	0.0	0.0
seq_V217	0.0	0.0
seq_V218	0.0	0.0
seq_V220	0.0	0.0
seq_V221	0.0	0.0
seq_V223	0.0	0.0
seq_V224	0.0	0.0
seq_V228	0.0	0.0
seq_V229	0.0	0.0
seq_V231	0.0	0.0
seq_W001	0.0	0.0
seq_W002	0.0	0.0
seq_W003	0.0	0.0
seq_W004	0.0	0.0
seq_W005	0.0	0.0
seq_W006	0.0	0.0
seq_W008	0.0	0.0
seq_W009	0.0	0.0
seq_W010	0.0	0.0
seq_W011	0.0	0.0
seq_W012	0.0	0.0
seq_W013	0.0	0.0
seq_W020	0.0	0.0
seq_W021	0.0	0.0
seq_W024	0.0	0.0
seq_W025	0.0	0.0
seq_W026	0.0	0.0
seq_W032	0.0	0.0
seq_W034	0.0	0.0
seq_W035	0.0	0.0
seq_W036	0.0	0.0
seq_W037	0.0	0.0
seq_W038	0.0	0.0
seq_W041	0.0	0.0
seq_W045	0.0	0.0
seq_W046	0.0	0.0
seq_W052	0.0	0.0
seq_W056	0.0	0.0
seq_W057	0.0	0.0
seq_W058	0.0	0.0
seq_W059	0.0	0.0
seq_W062	0.0	0.0
seq_W064	0.0	0.0
seq_W065	0.0	0.0
seq_W067	0.0	0.0
seq_W068	0.0	0.0
seq_W069	0.0	0.0
seq_W070	0.0	0.0
seq_W073	0.0	0.0
seq_W076	0.0	0.0
seq_W078	0.0	0.0
seq_W080	0.0	0.0
seq_W082	0.0	0.0
seq_W085	0.0	0.0
seq_W089	0.0	0.0
seq_W090	0.0	0.0
seq_W093	0.0	0.0
seq_W095	0.0	0.0
seq_W096	0.0	0.0
seq_W099	0.0	0.0
seq_W100	0.0	0.0
seq_W101	0.0	0.0
seq_W103	0.0	0.0
seq_W104	0.0	0.0
seq_W105	0.0	0.0
seq_W106	0.0	0.0
seq_W107	0.0	0.0
seq_W108	0.0	0.0
seq_W111	0.0	0.0
seq_W112	0.0	0.0
seq_W113	0.0	0.0
seq_W114	0.0	0.0
seq_W115	0.0	0.0
seq_W117	0.0	0.0
seq_W119	0.0	0.0
seq_W121	0.0	0.0
seq_W122	0.0	0.0
seq_W123	0.0	0.0
seq_W124	0.0	0.0
seq_W125	0.0	0.0
seq_W126	0.0	0.0
seq_W129	0.0	0.0
seq_W134	0.0	0.0
seq_W135	0.0	0.0
seq_W136	0.0	0.0
seq_W140	0.0	0.0
seq_W142	0.0	0.0
seq_W144	0.0	0.0
seq_W146	0.0	0.0
seq_W147	0.0	0.0
seq_W149	0.0	0.0
seq_W150	0.0	0.0
seq_W151	0.0	0.0
seq_W152	0.0	0.0
seq_W153	0.0	0.0
seq_W154	0.0	0.0
seq_W156	0.0	0.0
seq_W158	0.0	0.0
seq_W159	0.0	0.0
seq_W163	0.0	0.0
seq_W165	0.0	0.0
seq_W167	0.0	0.0
seq_W169	0.0	0.0
seq_W170	0.0	0.0
seq_W171	0.0	0.0
seq_W172	0.0	0.0
seq_W173	0.0	0.0
seq_W174	0.0	0.0
seq_W177	0.0	0.0
seq_W178	0.0	0.0
seq_W179	0.0	0.0
seq_W180	0.0	0.0
seq_W181	0.0	0.0
seq_W183	0.0	0.0
seq_W184	0.0	0.0
seq_W185	0.0	0.0
seq_W192	0.0	0.0
seq_W196	0.0	0.0
seq_W197	0.0	0.0
seq_W205	0.0	0.0
seq_W207	0.0	0.0
seq_W210	0.0	0.0
seq_W211	0.0	0.0
seq_W212	0.0	0.0
seq_W213	0.0	0.0
seq_W214	0.0	0.0
seq_W217	0.0	0.0
seq_W218	0.0	0.0
seq_W219	0.0	0.0
seq_W220	0.0	0.0
seq_W221	0.0	0.0
seq_W223	0.0	0.0
seq_W228	0.0	0.0
seq_Y001	0.0	0.0
seq_Y002	0.0	0.0
seq_Y003	0.0	0.0
seq_Y004	0.0	0.0
seq_Y005	0.0	0.0
seq_Y006	0.0	0.0
seq_Y007	0.0	0.0
seq_Y008	0.0	0.0
seq_Y009	0.0	0.0
seq_Y010	0.0	0.0
seq_Y014	0.0	0.0
seq_Y015	0.0	0.0
seq_Y021	0.0	0.0
seq_Y023	0.0	0.0
seq_Y024	0.0	0.0
seq_Y025	0.0	0.0
seq_Y028	0.0	0.0
seq_Y029	0.0	0.0
seq_Y031	0.0	0.0
seq_Y032	0.0	0.0
seq_Y034	0.0	0.0
seq_Y035	0.0	0.0
seq_Y036	0.0	0.0
seq_Y037	0.0	0.0
seq_Y040	0.0	0.0
seq_Y041	0.0	0.0
seq_Y042	0.0	0.0
seq_Y043	0.0	0.0
seq_Y053	0.0	0.0
seq_Y056	0.0	0.0
seq_Y058	0.0	0.0
seq_Y059	0.0	0.0
seq_Y064	0.0	0.0
seq_Y065	0.0	0.0
seq_Y067	0.0	0.0
seq_Y068	0.0	0.0
seq_Y069	0.0	0.0
seq_Y073	0.0	0.0
seq_Y074	0.0	0.0
seq_Y075	0.0	0.0
seq_Y076	0.0	0.0
seq_Y078	0.0	0.0
seq_Y079	0.0	0.0
seq_Y089	0.0	0.0
seq_Y091	0.0	0.0
seq_Y092	0.0	0.0
seq_Y095	0.0	0.0
seq_Y099	0.0	0.0
seq_Y100	0.0	0.0
seq_Y101	0.0	0.0
seq_Y103	0.0	0.0
seq_Y106	0.0	0.0
seq_Y107	0.0	0.0
seq_Y108	0.0	0.0
seq_Y110	0.0	0.0
seq_Y111	0.0	0.0
seq_Y112	0.0	0.0
seq_Y114	0.0	0.0
seq_Y115	0.0	0.0
seq_Y116	0.0	0.0
seq_Y117	0.0	0.0
seq_Y118	0.0	0.0
seq_Y119	0.0	0.0
seq_Y122	0.0	0.0
seq_Y123	0.0	0.0
seq_Y125	0.0	0.0
seq_Y126	0.0	0.0
seq_Y127	0.0	0.0
seq_Y128	0.0	0.0
seq_Y129	0.0	0.0
seq_Y134	0.0	0.0
seq_Y136	0.0	0.0
seq_Y137	0.0	0.0
seq_Y138	0.0	0.0
seq_Y139	0.0	0.0
seq_Y141	0.0	0.0
seq_Y145	0.0	0.0
seq_Y146	0.0	0.0
seq_Y147	0.0	0.0
seq_Y150	0.0	0.0
seq_Y151	0.0	0.0
seq_Y152	0.0	0.0
seq_Y154	0.0	0.0
seq_Y156	0.0	0.0
seq_Y157	0.0	0.0
seq_Y158	0.0	0.0
seq_Y159	0.0	0.0
seq_Y162	0.0	0.0
seq_Y163	0.0	0.0
seq_Y165	0.0	0.0
seq_Y166	0.0	0.0
seq_Y167	0.0	0.0
seq_Y168	0.0	0.0
seq_Y169	0.0	0.0
seq_Y170	0.0	0.0
seq_Y171	0.0	0.0
seq_Y172	0.0	0.0
seq_Y173	0.0	0.0
seq_Y174	0.0	0.0
seq_Y176	0.0	0.0
seq_Y177	0.0	0.0
seq_Y178	0.0	0.0
seq_Y180	0.0	0.0
seq_Y181	0.0	0.0
seq_Y182	0.0	0.0
seq_Y183	0.0	0.0
seq_Y184	0.0	0.0
seq_Y185	0.0	0.0
seq_Y189	0.0	0.0
seq_Y197	0.0	0.0
seq_Y200	0.0	0.0
seq_Y201	0.0	0.0
seq_Y202	0.0	0.0
seq_Y203	0.0	0.0
seq_Y205	0.0	0.0
seq_Y206	0.0	0.0
seq_Y208	0.0	0.0
seq_Y210	0.0	0.0
seq_Y211	0.0	0.0
seq_Y212	0.0	0.0
seq_Y213	0.0	0.0
seq_Y214	0.0	0.0
seq_Y215	0.0	0.0
seq_Y216	0.0	0.0
seq_Y217	0.0	0.0
seq_Y218	0.0	0.0
seq_Y219	0.0	0.0
seq_Y221	0.0	0.0
seq_Y223	0.0	0.0
seq_Y224	0.0	0.0
seq_Y228	0.0	0.0
seq_Y229	0.0	0.0
