enzyme	gtpred_enzyme	length	identity	gaps	score
Gm_88E3	UGT72E1	478	33.1	6.9	548.0
Gm_88E3	UGT72D1	475	31.6	5.9	533.0
Gm_88E3	UGT72C1	315	38.7	5.4	488.0
Gm_88E3	UGT72B3	478	35.1	6.1	642.0
Gm_88E3	UGT72B1	478	36.0	5.9	652.0
Gm_88E3	UGT73C3	218	39.9	8.3	355.0
Gm_88E3	UGT73C4	218	40.4	8.3	354.0
Gm_88E3	UGT73C5	349	32.4	8.6	335.0
Gm_88E3	UGT73C6	315	35.2	9.5	335.0
Gm_88E3	UGT73C1	215	37.2	8.4	323.0
Gm_88E3	UGT73C7	170	44.1	5.3	352.0
Gm_88E3	UGT73B2	336	35.1	8.6	361.0
Gm_88E3	UGT73B3	385	34.3	9.4	364.0
Gm_88E3	UGT73B1	208	40.4	4.3	371.0
Gm_88E3	UGT73B4	382	34.3	7.6	397.0
Gm_88E3	UGT73B5	381	33.6	7.9	374.0
Gm_88E3	UGT89B1	475	28.2	7.8	320.0
Gm_88E3	UGT89C1	201	39.8	2.0	376.0
Gm_88E3	VVGT1	327	27.5	6.1	283.0
Gm_88E3	UGT76C4	260	34.2	5.8	341.0
Lc_71A12	UGT76E5	384	27.6	6.0	282.0
Lc_71A12	UGT76E4	386	28.0	4.9	345.0
Lc_71A12	UGT76E1	402	26.9	3.5	344.0
Lc_71A12	UGT76E2	366	27.3	2.7	355.0
Lc_71A12	UGT76E12	370	30.0	4.6	367.0
Lc_71A12	UGT76E11	369	31.7	4.9	388.0
Lc_71A12	UGT85A5	306	31.4	4.9	299.0
Lc_71A12	UGT85A4	363	28.1	4.1	319.0
Lc_71A12	UGT84A3	387	27.4	7.5	305.0
Lc_71A12	UGT84A4	364	26.6	8.2	266.0
Lc_71A12	UGT84A2	388	28.1	8.0	315.0
Lc_71A12	UGT84A1	349	28.9	5.4	361.0
Lc_71A12	UGT84B1	287	33.4	9.8	285.0
Lc_71A12	UGT84B2	390	27.9	7.7	306.0
Lc_71A12	UGT75B1	270	30.7	5.6	304.0
Lc_71A12	UGT75D1	366	29.8	7.1	354.0
Lc_71A12	UGT74F1	398	26.6	10.3	215.0
Lc_71A12	UGT74F2	399	28.3	10.3	233.0
Lc_71A12	UGT74B1	217	36.9	11.1	230.0
Lc_71A12	UGT78D2	314	28.3	8.6	224.0
Lc_71A12	UGT78D1	333	25.8	7.8	201.0
Lc_71A12	UGT71C1	470	40.0	6.2	771.0
Lc_71A12	UGT71C2	470	41.1	5.5	840.0
Lc_71A12	UGT71C3	473	41.0	5.7	809.0
Lc_71A12	UGT71C4	469	41.2	5.5	824.0
Lc_71A12	UGT71C5	472	41.3	4.2	847.0
Lc_71A12	UGT71B8	473	46.7	3.8	963.0
Lc_71A12	UGT71B6	472	49.4	4.2	1038.0
Lc_71A12	UGT71B5	471	45.9	2.8	1004.0
Lc_71A12	UGT71B1	471	44.6	4.7	933.0
Lc_71A12	UGT88A1	465	35.7	5.2	684.0
Lc_71A12	UGT72E2	411	30.4	6.3	424.0
Lc_71A12	UGT72E3	361	32.4	5.5	419.0
Lc_71A12	UGT72E1	474	28.3	6.8	432.0
Lc_71A12	UGT72D1	461	32.5	4.6	522.0
Lc_71A12	UGT72C1	299	32.4	3.0	391.0
Lc_71A12	UGT72B3	472	34.1	5.7	571.0
Lc_71A12	UGT72B1	455	36.5	4.6	605.0
Lc_71A12	UGT73C3	481	28.1	6.7	384.0
Lc_71A12	UGT73C4	482	28.4	7.1	397.0
Lc_71A12	UGT73C5	484	26.7	7.6	364.0
Lc_71A12	UGT73C6	483	28.4	7.5	375.0
Lc_71A12	UGT73C1	483	28.6	7.7	376.0
Lc_71A12	UGT73C7	484	27.1	7.9	339.0
Lc_71A12	UGT73B2	479	30.1	8.4	351.0
Lc_71A12	UGT73B3	368	33.7	9.0	362.0
Lc_71A12	UGT73B1	364	32.4	9.1	361.0
Lc_71A12	UGT73B4	419	31.3	6.2	390.0
Lc_71A12	UGT73B5	419	32.2	6.9	373.0
Lc_71A12	UGT89B1	267	36.3	7.9	340.0
Lc_71A12	UGT89C1	323	31.0	5.9	316.0
Lc_71A12	VVGT1	296	29.7	8.4	231.0
Lc_71A12	UGT76C4	324	27.2	4.9	273.0
Lc_72B10	UGT76E5	471	30.1	8.5	287.0
Lc_72B10	UGT76E4	470	30.9	7.0	376.0
Lc_72B10	UGT76E1	469	29.9	6.6	377.0
Lc_72B10	UGT76E2	478	29.9	7.9	378.0
Lc_72B10	UGT76E12	470	29.4	6.6	382.0
Lc_72B10	UGT76E11	472	30.3	7.8	373.0
Lc_72B10	UGT85A5	472	27.5	8.7	325.0
Lc_72B10	UGT85A4	477	29.8	9.6	326.0
Lc_72B10	UGT84A3	486	29.8	9.7	304.0
Lc_72B10	UGT84A4	478	27.4	8.4	281.0
Lc_72B10	UGT84A2	496	28.8	9.5	317.0
Lc_72B10	UGT84A1	486	29.6	7.4	346.0
Lc_72B10	UGT84B1	465	28.0	8.6	276.0
Lc_72B10	UGT84B2	462	28.6	8.7	269.0
Lc_72B10	UGT75B1	458	27.3	5.5	357.0
Lc_72B10	UGT75D1	252	37.3	7.9	305.0
Lc_72B10	UGT74F1	476	30.0	9.7	288.0
Lc_72B10	UGT74F2	475	29.1	9.3	287.0
Lc_72B10	UGT74B1	484	29.8	7.6	356.0
Lc_72B10	UGT78D2	465	27.7	7.1	281.0
Lc_72B10	UGT78D1	473	26.2	7.0	267.0
Lc_72B10	UGT71C1	487	33.5	8.2	493.0
Lc_72B10	UGT71C2	475	34.9	8.2	507.0
Lc_72B10	UGT71C3	482	35.7	8.3	518.0
Lc_72B10	UGT71C4	483	35.4	8.5	555.0
Lc_72B10	UGT71C5	480	33.1	8.5	439.0
Lc_72B10	UGT71B8	471	34.2	5.7	545.0
Lc_72B10	UGT71B6	480	32.1	5.6	516.0
Lc_72B10	UGT71B5	467	32.3	4.3	564.0
Lc_72B10	UGT71B1	466	33.0	4.9	562.0
Lc_72B10	UGT88A1	463	38.9	4.5	724.0
Lc_72B10	UGT72E2	459	42.5	3.7	867.0
Lc_72B10	UGT72E3	463	40.4	4.1	832.0
Lc_72B10	UGT72E1	466	41.6	4.9	821.0
Lc_72B10	UGT72D1	471	39.1	4.2	830.0
Lc_72B10	UGT72C1	454	38.3	4.4	718.0
Lc_72B10	UGT72B3	464	61.0	0.6	1480.0
Lc_72B10	UGT72B1	464	63.8	0.4	1565.0
Lc_72B10	UGT73C3	455	28.8	7.0	331.0
Lc_72B10	UGT73C4	497	29.0	8.9	323.0
Lc_72B10	UGT73C5	506	28.3	8.5	317.0
Lc_72B10	UGT73C6	496	28.6	8.5	337.0
Lc_72B10	UGT73C1	456	28.3	7.7	312.0
Lc_72B10	UGT73C7	497	30.6	9.5	340.0
Lc_72B10	UGT73B2	373	31.9	8.0	342.0
Lc_72B10	UGT73B3	384	32.0	7.8	373.0
Lc_72B10	UGT73B1	377	31.3	6.4	347.0
Lc_72B10	UGT73B4	372	33.9	6.5	435.0
Lc_72B10	UGT73B5	374	32.9	8.3	385.0
Lc_72B10	UGT89B1	473	29.8	8.0	378.0
Lc_72B10	UGT89C1	265	33.6	4.9	336.0
Lc_72B10	VVGT1	480	29.0	7.7	354.0
Lc_72B10	UGT76C4	461	26.2	6.7	323.0
Lj_72AG1	UGT76E5	478	30.3	8.2	299.0
Lj_72AG1	UGT76E4	472	31.4	7.6	356.0
Lj_72AG1	UGT76E1	465	31.6	7.7	344.0
Lj_72AG1	UGT76E2	457	30.2	7.7	331.0
Lj_72AG1	UGT76E12	461	31.5	7.2	371.0
Lj_72AG1	UGT76E11	460	31.7	7.2	343.0
Lj_72AG1	UGT85A5	493	30.0	8.7	355.0
Lj_72AG1	UGT85A4	482	29.7	9.3	319.0
Lj_72AG1	UGT84A3	469	27.5	7.2	279.0
Lj_72AG1	UGT84A4	465	26.5	6.2	312.0
Lj_72AG1	UGT84A2	292	31.8	6.2	299.0
Lj_72AG1	UGT84A1	296	31.4	5.4	308.0
Lj_72AG1	UGT84B1	198	38.4	8.6	250.0
Lj_72AG1	UGT84B2	251	37.1	9.6	259.0
Lj_72AG1	UGT75B1	267	35.6	6.0	316.0
Lj_72AG1	UGT75D1	233	36.1	6.0	263.0
Lj_72AG1	UGT74F1	131	40.5	0.8	251.0
Lj_72AG1	UGT74F2	131	39.7	0.8	257.0
Lj_72AG1	UGT74B1	467	28.9	7.9	262.0
Lj_72AG1	UGT78D2	465	29.0	7.7	301.0
Lj_72AG1	UGT78D1	357	31.7	8.7	270.0
Lj_72AG1	UGT71C1	382	34.3	6.5	425.0
Lj_72AG1	UGT71C2	484	32.9	9.1	439.0
Lj_72AG1	UGT71C3	357	37.0	7.0	426.0
Lj_72AG1	UGT71C4	360	36.9	7.5	445.0
Lj_72AG1	UGT71C5	481	34.5	8.3	423.0
Lj_72AG1	UGT71B8	474	31.2	5.5	441.0
Lj_72AG1	UGT71B6	480	31.0	5.4	473.0
Lj_72AG1	UGT71B5	473	32.1	5.3	476.0
Lj_72AG1	UGT71B1	478	32.6	4.6	508.0
Lj_72AG1	UGT88A1	460	35.2	5.2	603.0
Lj_72AG1	UGT72E2	477	49.1	3.8	1089.0
Lj_72AG1	UGT72E3	477	47.8	3.8	1082.0
Lj_72AG1	UGT72E1	473	51.2	3.4	1157.0
Lj_72AG1	UGT72D1	475	42.5	2.7	942.0
Lj_72AG1	UGT72C1	456	45.4	3.7	914.0
Lj_72AG1	UGT72B3	483	41.4	3.3	849.0
Lj_72AG1	UGT72B1	477	43.0	3.1	909.0
Lj_72AG1	UGT73C3	489	31.3	7.8	395.0
Lj_72AG1	UGT73C4	489	30.7	7.8	396.0
Lj_72AG1	UGT73C5	489	28.6	7.6	342.0
Lj_72AG1	UGT73C6	490	30.2	8.2	353.0
Lj_72AG1	UGT73C1	489	31.3	8.0	369.0
Lj_72AG1	UGT73C7	490	31.4	8.2	368.0
Lj_72AG1	UGT73B2	361	34.6	6.6	372.0
Lj_72AG1	UGT73B3	361	35.2	6.9	391.0
Lj_72AG1	UGT73B1	365	31.8	6.8	345.0
Lj_72AG1	UGT73B4	359	34.8	4.2	461.0
Lj_72AG1	UGT73B5	359	34.5	5.0	437.0
Lj_72AG1	UGT89B1	469	30.5	7.2	361.0
Lj_72AG1	UGT89C1	268	31.7	4.5	304.0
Lj_72AG1	VVGT1	467	28.5	7.9	295.0
Lj_72AG1	UGT76C4	458	28.2	6.1	287.0
Lj_72L6	UGT76E5	471	30.4	9.6	305.0
Lj_72L6	UGT76E4	471	31.0	7.2	407.0
Lj_72L6	UGT76E1	367	33.8	7.1	362.0
Lj_72L6	UGT76E2	467	29.3	6.4	361.0
Lj_72L6	UGT76E12	467	29.1	7.7	343.0
Lj_72L6	UGT76E11	447	29.8	6.9	342.0
Lj_72L6	UGT85A5	483	30.0	7.9	375.0
Lj_72L6	UGT85A4	492	31.9	9.8	341.0
Lj_72L6	UGT84A3	372	30.6	8.3	295.0
Lj_72L6	UGT84A4	279	33.7	7.2	279.0
Lj_72L6	UGT84A2	371	29.4	8.1	266.0
Lj_72L6	UGT84A1	350	30.6	6.0	307.0
Lj_72L6	UGT84B1	316	32.9	8.2	281.0
Lj_72L6	UGT84B2	469	28.1	7.7	304.0
Lj_72L6	UGT75B1	231	35.9	3.0	350.0
Lj_72L6	UGT75D1	364	28.6	5.5	284.0
Lj_72L6	UGT74F1	479	28.4	9.4	276.0
Lj_72L6	UGT74F2	367	31.1	9.5	271.0
Lj_72L6	UGT74B1	473	28.1	7.6	279.0
Lj_72L6	UGT78D2	470	27.7	7.9	259.0
Lj_72L6	UGT78D1	137	37.2	2.9	229.0
Lj_72L6	UGT71C1	486	32.1	8.2	467.0
Lj_72L6	UGT71C2	365	36.2	6.6	485.0
Lj_72L6	UGT71C3	475	34.5	7.6	490.0
Lj_72L6	UGT71C4	485	33.2	7.2	520.0
Lj_72L6	UGT71C5	360	33.6	6.4	432.0
Lj_72L6	UGT71B8	480	30.0	5.6	449.0
Lj_72L6	UGT71B6	476	31.1	5.3	456.0
Lj_72L6	UGT71B5	479	30.1	5.4	454.0
Lj_72L6	UGT71B1	477	32.5	5.7	510.0
Lj_72L6	UGT88A1	469	34.8	4.5	657.0
Lj_72L6	UGT72E2	462	38.3	5.0	700.0
Lj_72L6	UGT72E3	464	36.2	4.5	670.0
Lj_72L6	UGT72E1	463	35.6	3.2	694.0
Lj_72L6	UGT72D1	464	38.6	3.4	738.0
Lj_72L6	UGT72C1	458	38.2	4.8	680.0
Lj_72L6	UGT72B3	467	49.0	1.9	1162.0
Lj_72L6	UGT72B1	470	51.9	1.7	1219.0
Lj_72L6	UGT73C3	302	39.1	8.6	355.0
Lj_72L6	UGT73C4	486	30.5	7.6	371.0
Lj_72L6	UGT73C5	329	37.7	9.1	349.0
Lj_72L6	UGT73C6	273	41.0	8.4	354.0
Lj_72L6	UGT73C1	274	39.4	9.1	327.0
Lj_72L6	UGT73C7	273	45.1	8.4	389.0
Lj_72L6	UGT73B2	269	37.5	8.6	310.0
Lj_72L6	UGT73B3	365	32.6	7.4	344.0
Lj_72L6	UGT73B1	210	41.4	6.2	354.0
Lj_72L6	UGT73B4	390	33.6	5.9	407.0
Lj_72L6	UGT73B5	266	38.0	6.4	373.0
Lj_72L6	UGT89B1	470	29.1	5.3	377.0
Lj_72L6	UGT89C1	261	35.6	3.1	363.0
Lj_72L6	VVGT1	471	29.3	8.9	308.0
Lj_72L6	UGT76C4	357	30.5	6.4	333.0
Lj_72V3	UGT76E5	239	34.3	12.6	184.0
Lj_72V3	UGT76E4	467	29.1	7.1	302.0
Lj_72V3	UGT76E1	454	28.6	6.6	282.0
Lj_72V3	UGT76E2	449	28.7	6.7	294.0
Lj_72V3	UGT76E12	471	27.4	8.5	278.0
Lj_72V3	UGT76E11	464	27.8	8.2	271.0
Lj_72V3	UGT85A5	495	28.9	10.9	254.0
Lj_72V3	UGT85A4	318	32.1	11.3	254.0
Lj_72V3	UGT84A3	217	34.1	10.1	214.0
Lj_72V3	UGT84A4	280	28.9	9.3	205.0
Lj_72V3	UGT84A2	279	30.1	9.0	223.0
Lj_72V3	UGT84A1	267	31.5	7.9	255.0
Lj_72V3	UGT84B1	469	26.9	7.7	246.0
Lj_72V3	UGT84B2	466	26.4	7.7	238.0
Lj_72V3	UGT75B1	473	24.7	6.1	278.0
Lj_72V3	UGT75D1	234	34.2	8.5	242.0
Lj_72V3	UGT74F1	479	27.6	8.6	233.0
Lj_72V3	UGT74F2	134	38.1	1.5	247.0
Lj_72V3	UGT74B1	460	25.0	5.2	258.0
Lj_72V3	UGT78D2	65	58.5	1.5	219.0
Lj_72V3	UGT78D1	118	41.5	5.1	211.0
Lj_72V3	UGT71C1	378	32.3	8.2	377.0
Lj_72V3	UGT71C2	365	32.3	8.2	391.0
Lj_72V3	UGT71C3	379	36.1	7.9	441.0
Lj_72V3	UGT71C4	373	34.9	6.2	425.0
Lj_72V3	UGT71C5	374	32.4	6.7	378.0
Lj_72V3	UGT71B8	370	34.1	5.4	425.0
Lj_72V3	UGT71B6	471	33.1	6.6	479.0
Lj_72V3	UGT71B5	480	31.7	5.8	457.0
Lj_72V3	UGT71B1	473	32.6	4.0	547.0
Lj_72V3	UGT88A1	468	35.3	7.5	549.0
Lj_72V3	UGT72E2	466	45.5	2.4	1066.0
Lj_72V3	UGT72E3	466	45.1	2.4	1081.0
Lj_72V3	UGT72E1	465	43.9	2.8	1043.0
Lj_72V3	UGT72D1	469	48.8	3.4	1087.0
Lj_72V3	UGT72C1	454	41.6	4.0	854.0
Lj_72V3	UGT72B3	468	40.4	4.1	863.0
Lj_72V3	UGT72B1	472	41.1	3.8	863.0
Lj_72V3	UGT73C3	495	31.3	10.3	331.0
Lj_72V3	UGT73C4	497	30.0	10.1	317.0
Lj_72V3	UGT73C5	388	29.9	8.8	292.0
Lj_72V3	UGT73C6	383	29.8	8.1	287.0
Lj_72V3	UGT73C1	407	29.5	8.4	285.0
Lj_72V3	UGT73C7	393	31.8	8.7	312.0
Lj_72V3	UGT73B2	372	31.5	9.4	287.0
Lj_72V3	UGT73B3	370	31.1	8.6	305.0
Lj_72V3	UGT73B1	213	39.9	10.8	287.0
Lj_72V3	UGT73B4	213	42.7	7.5	358.0
Lj_72V3	UGT73B5	366	32.2	7.9	338.0
Lj_72V3	UGT89B1	462	31.2	7.8	286.0
Lj_72V3	UGT89C1	282	34.4	6.4	310.0
Lj_72V3	VVGT1	466	28.5	10.3	254.0
Lj_72V3	UGT76C4	472	29.2	9.1	294.0
Lj_72Z2	UGT76E5	234	36.8	9.0	259.0
Lj_72Z2	UGT76E4	229	40.2	6.6	339.0
Lj_72Z2	UGT76E1	234	35.5	6.0	290.0
Lj_72Z2	UGT76E2	233	36.5	6.0	299.0
Lj_72Z2	UGT76E12	229	36.7	6.1	306.0
Lj_72Z2	UGT76E11	283	34.6	6.0	318.0
Lj_72Z2	UGT85A5	480	28.8	8.8	345.0
Lj_72Z2	UGT85A4	483	29.8	8.9	324.0
Lj_72Z2	UGT84A3	239	36.0	8.4	272.0
Lj_72Z2	UGT84A4	239	32.6	7.1	272.0
Lj_72Z2	UGT84A2	213	35.7	8.0	266.0
Lj_72Z2	UGT84A1	231	34.6	5.2	300.0
Lj_72Z2	UGT84B1	210	36.7	7.6	270.0
Lj_72Z2	UGT84B2	212	34.4	7.5	263.0
Lj_72Z2	UGT75B1	227	34.4	4.0	340.0
Lj_72Z2	UGT75D1	214	37.9	5.6	290.0
Lj_72Z2	UGT74F1	215	38.6	8.4	298.0
Lj_72Z2	UGT74F2	237	32.1	3.4	302.0
Lj_72Z2	UGT74B1	209	40.2	8.1	303.0
Lj_72Z2	UGT78D2	148	35.8	2.7	240.0
Lj_72Z2	UGT78D1	178	32.0	2.8	236.0
Lj_72Z2	UGT71C1	387	34.1	10.1	389.0
Lj_72Z2	UGT71C2	489	33.3	10.2	408.0
Lj_72Z2	UGT71C3	503	34.6	10.5	430.0
Lj_72Z2	UGT71C4	499	32.5	10.4	417.0
Lj_72Z2	UGT71C5	499	32.7	10.4	364.0
Lj_72Z2	UGT71B8	489	28.4	5.7	401.0
Lj_72Z2	UGT71B6	488	27.3	5.5	392.0
Lj_72Z2	UGT71B5	493	29.0	6.5	435.0
Lj_72Z2	UGT71B1	380	34.7	7.9	434.0
Lj_72Z2	UGT88A1	471	34.0	7.6	518.0
Lj_72Z2	UGT72E2	470	38.1	6.4	660.0
Lj_72Z2	UGT72E3	489	35.4	6.5	654.0
Lj_72Z2	UGT72E1	482	38.0	5.4	676.0
Lj_72Z2	UGT72D1	483	35.2	6.0	630.0
Lj_72Z2	UGT72C1	466	36.3	5.8	600.0
Lj_72Z2	UGT72B3	476	47.1	4.6	1008.0
Lj_72Z2	UGT72B1	476	49.2	4.0	1082.0
Lj_72Z2	UGT73C3	156	45.5	5.8	300.0
Lj_72Z2	UGT73C4	170	42.9	5.9	299.0
Lj_72Z2	UGT73C5	219	38.8	7.3	296.0
Lj_72Z2	UGT73C6	244	38.1	7.0	305.0
Lj_72Z2	UGT73C1	170	41.8	5.9	292.0
Lj_72Z2	UGT73C7	168	47.0	6.0	322.0
Lj_72Z2	UGT73B2	215	42.3	8.8	332.0
Lj_72Z2	UGT73B3	401	32.9	8.5	359.0
Lj_72Z2	UGT73B1	211	43.6	9.0	346.0
Lj_72Z2	UGT73B4	228	42.1	5.3	416.0
Lj_72Z2	UGT73B5	217	41.5	6.5	391.0
Lj_72Z2	UGT89B1	230	39.1	6.1	344.0
Lj_72Z2	UGT89C1	202	37.1	3.5	318.0
Lj_72Z2	VVGT1	130	38.5	3.1	270.0
Lj_72Z2	UGT76C4	237	39.2	6.3	356.0
Lu_71M1	UGT76E5	174	40.8	11.5	206.0
Lu_71M1	UGT76E4	235	37.0	10.2	263.0
Lu_71M1	UGT76E1	243	38.7	10.3	288.0
Lu_71M1	UGT76E2	224	35.7	6.2	283.0
Lu_71M1	UGT76E12	215	37.2	6.5	288.0
Lu_71M1	UGT76E11	239	38.9	10.5	285.0
Lu_71M1	UGT85A5	317	35.3	6.9	332.0
Lu_71M1	UGT85A4	346	30.6	6.9	289.0
Lu_71M1	UGT84A3	361	29.6	5.8	275.0
Lu_71M1	UGT84A4	362	29.0	8.3	269.0
Lu_71M1	UGT84A2	386	29.3	7.5	281.0
Lu_71M1	UGT84A1	380	30.8	7.4	318.0
Lu_71M1	UGT84B1	323	35.9	9.3	313.0
Lu_71M1	UGT84B2	320	34.7	9.1	317.0
Lu_71M1	UGT75B1	235	37.4	5.1	324.0
Lu_71M1	UGT75D1	214	32.2	4.2	270.0
Lu_71M1	UGT74F1	273	31.5	11.4	212.0
Lu_71M1	UGT74F2	370	29.5	10.0	245.0
Lu_71M1	UGT74B1	244	35.7	10.2	236.0
Lu_71M1	UGT78D2	370	30.0	8.9	230.0
Lu_71M1	UGT78D1	79	49.4	2.5	198.0
Lu_71M1	UGT71C1	492	41.5	6.7	776.0
Lu_71M1	UGT71C2	491	41.3	6.1	817.0
Lu_71M1	UGT71C3	495	43.0	7.1	827.0
Lu_71M1	UGT71C4	494	44.3	7.7	864.0
Lu_71M1	UGT71C5	489	39.3	4.5	813.0
Lu_71M1	UGT71B8	488	41.4	4.1	849.0
Lu_71M1	UGT71B6	489	41.7	4.9	858.0
Lu_71M1	UGT71B5	490	42.9	4.3	897.0
Lu_71M1	UGT71B1	491	39.9	4.9	831.0
Lu_71M1	UGT88A1	467	36.4	6.4	648.0
Lu_71M1	UGT72E2	458	34.1	7.2	498.0
Lu_71M1	UGT72E3	410	35.6	8.0	469.0
Lu_71M1	UGT72E1	381	36.7	7.3	470.0
Lu_71M1	UGT72D1	404	34.2	6.4	525.0
Lu_71M1	UGT72C1	471	32.1	7.9	395.0
Lu_71M1	UGT72B3	477	36.7	7.3	590.0
Lu_71M1	UGT72B1	483	36.4	8.1	601.0
Lu_71M1	UGT73C3	481	28.1	5.8	370.0
Lu_71M1	UGT73C4	393	29.8	6.6	361.0
Lu_71M1	UGT73C5	487	29.2	6.6	364.0
Lu_71M1	UGT73C6	377	32.6	8.2	337.0
Lu_71M1	UGT73C1	377	32.4	8.5	356.0
Lu_71M1	UGT73C7	269	33.8	6.7	327.0
Lu_71M1	UGT73B2	275	38.5	8.0	357.0
Lu_71M1	UGT73B3	273	39.2	7.0	371.0
Lu_71M1	UGT73B1	262	39.7	7.6	364.0
Lu_71M1	UGT73B4	271	38.4	6.3	382.0
Lu_71M1	UGT73B5	272	39.7	8.1	364.0
Lu_71M1	UGT89B1	172	43.0	7.6	314.0
Lu_71M1	UGT89C1	209	35.9	5.3	318.0
Lu_71M1	VVGT1	79	55.7	2.5	225.0
Lu_71M1	UGT76C4	188	37.2	6.4	253.0
Lu_71P1	UGT76E5	288	33.7	7.6	284.0
Lu_71P1	UGT76E4	329	32.2	6.1	360.0
Lu_71P1	UGT76E1	323	31.6	5.6	345.0
Lu_71P1	UGT76E2	293	33.1	4.8	347.0
Lu_71P1	UGT76E12	339	30.4	5.3	320.0
Lu_71P1	UGT76E11	315	30.8	6.0	305.0
Lu_71P1	UGT85A5	439	29.6	9.1	289.0
Lu_71P1	UGT85A4	428	26.6	4.2	304.0
Lu_71P1	UGT84A3	487	28.5	8.0	352.0
Lu_71P1	UGT84A4	478	28.0	7.5	331.0
Lu_71P1	UGT84A2	481	27.4	7.3	292.0
Lu_71P1	UGT84A1	478	26.2	6.3	315.0
Lu_71P1	UGT84B1	386	30.3	10.1	250.0
Lu_71P1	UGT84B2	447	28.6	9.4	271.0
Lu_71P1	UGT75B1	264	32.6	4.9	297.0
Lu_71P1	UGT75D1	480	25.6	6.5	303.0
Lu_71P1	UGT74F1	392	25.8	8.4	217.0
Lu_71P1	UGT74F2	402	28.6	11.4	221.0
Lu_71P1	UGT74B1	490	29.4	10.8	231.0
Lu_71P1	UGT78D2	101	42.6	3.0	210.0
Lu_71P1	UGT78D1	76	47.4	0.0	190.0
Lu_71P1	UGT71C1	490	39.6	7.3	694.0
Lu_71P1	UGT71C2	486	39.5	6.4	753.0
Lu_71P1	UGT71C3	484	38.8	5.0	756.0
Lu_71P1	UGT71C4	486	40.5	5.6	792.0
Lu_71P1	UGT71C5	487	39.0	4.3	775.0
Lu_71P1	UGT71B8	478	44.4	1.9	957.0
Lu_71P1	UGT71B6	477	44.7	2.7	986.0
Lu_71P1	UGT71B5	484	43.0	2.9	963.0
Lu_71P1	UGT71B1	484	45.0	4.8	964.0
Lu_71P1	UGT88A1	408	31.4	4.2	562.0
Lu_71P1	UGT72E2	431	33.2	8.4	426.0
Lu_71P1	UGT72E3	479	30.1	7.3	403.0
Lu_71P1	UGT72E1	476	32.4	7.4	455.0
Lu_71P1	UGT72D1	440	32.3	5.2	443.0
Lu_71P1	UGT72C1	401	29.7	5.7	357.0
Lu_71P1	UGT72B3	478	33.5	7.7	519.0
Lu_71P1	UGT72B1	481	33.3	6.7	533.0
Lu_71P1	UGT73C3	491	27.3	6.7	383.0
Lu_71P1	UGT73C4	394	29.2	6.1	377.0
Lu_71P1	UGT73C5	500	27.2	6.8	370.0
Lu_71P1	UGT73C6	490	26.5	6.3	352.0
Lu_71P1	UGT73C1	404	29.0	6.2	356.0
Lu_71P1	UGT73C7	487	29.0	6.4	369.0
Lu_71P1	UGT73B2	399	29.8	7.5	345.0
Lu_71P1	UGT73B3	385	29.6	7.0	352.0
Lu_71P1	UGT73B1	279	33.3	8.2	330.0
Lu_71P1	UGT73B4	402	30.3	7.5	344.0
Lu_71P1	UGT73B5	401	30.7	7.7	341.0
Lu_71P1	UGT89B1	222	35.6	6.8	317.0
Lu_71P1	UGT89C1	279	29.0	4.7	280.0
Lu_71P1	VVGT1	332	30.7	8.4	243.0
Lu_71P1	UGT76C4	214	29.0	4.7	226.0
Lu_71Q2	UGT76E5	469	27.7	9.4	266.0
Lu_71Q2	UGT76E4	470	28.5	7.9	326.0
Lu_71Q2	UGT76E1	475	30.1	7.8	373.0
Lu_71Q2	UGT76E2	469	31.3	7.7	403.0
Lu_71Q2	UGT76E12	475	30.7	7.2	391.0
Lu_71Q2	UGT76E11	474	29.5	7.2	355.0
Lu_71Q2	UGT85A5	454	26.9	4.2	302.0
Lu_71Q2	UGT85A4	462	30.3	8.2	317.0
Lu_71Q2	UGT84A3	477	26.8	7.3	294.0
Lu_71Q2	UGT84A4	479	25.1	6.1	298.0
Lu_71Q2	UGT84A2	478	25.7	7.3	283.0
Lu_71Q2	UGT84A1	474	25.5	5.1	338.0
Lu_71Q2	UGT84B1	271	33.2	8.5	262.0
Lu_71Q2	UGT84B2	262	32.4	6.9	261.0
Lu_71Q2	UGT75B1	267	30.7	3.7	306.0
Lu_71Q2	UGT75D1	424	27.1	5.7	308.0
Lu_71Q2	UGT74F1	207	32.4	9.2	234.0
Lu_71Q2	UGT74F2	143	35.7	2.8	245.0
Lu_71Q2	UGT74B1	209	34.4	9.6	236.0
Lu_71Q2	UGT78D2	132	40.2	5.3	210.0
Lu_71Q2	UGT78D1	64	56.2	0.0	186.0
Lu_71Q2	UGT71C1	483	37.3	7.0	665.0
Lu_71Q2	UGT71C2	481	39.3	6.9	719.0
Lu_71Q2	UGT71C3	485	37.5	6.6	664.0
Lu_71Q2	UGT71C4	484	39.0	7.2	719.0
Lu_71Q2	UGT71C5	491	39.3	8.4	656.0
Lu_71Q2	UGT71B8	481	39.5	5.6	778.0
Lu_71Q2	UGT71B6	477	42.8	4.4	854.0
Lu_71Q2	UGT71B5	479	39.7	4.2	852.0
Lu_71Q2	UGT71B1	474	39.7	3.2	862.0
Lu_71Q2	UGT88A1	454	36.1	6.6	599.0
Lu_71Q2	UGT72E2	467	32.1	5.8	497.0
