enzyme	source	reaction	rate	cid	acceptor
At_73C3	GT-Predict	0		801	Indole-3-acetate
At_73C4	GT-Predict	0		801	Indole-3-acetate
At_73C5	GT-Predict	0		801	Indole-3-acetate
At_73C6	GT-Predict	0		801	Indole-3-acetate
At_73C7	GT-Predict	0		801	Indole-3-acetate
At_74B1	GT-Predict	0		801	Indole-3-acetate
At_74F1	GT-Predict	0		801	Indole-3-acetate
At_74F2	GT-Predict	1		801	Indole-3-acetate
At_75B1	GT-Predict	1		801	Indole-3-acetate
At_75D1	GT-Predict	0		801	Indole-3-acetate
At_76C4	GT-Predict	0		801	Indole-3-acetate
At_76E1	GT-Predict	0.5		801	Indole-3-acetate
At_76E11	GT-Predict	0		801	Indole-3-acetate
At_76E12	GT-Predict	0		801	Indole-3-acetate
At_76E2	GT-Predict	0		801	Indole-3-acetate
At_76E4	GT-Predict	0		801	Indole-3-acetate
At_76E5	GT-Predict	0		801	Indole-3-acetate
At_78D1	GT-Predict	0		801	Indole-3-acetate
At_78D2	GT-Predict	0		801	Indole-3-acetate
At_84A1	GT-Predict	1		801	Indole-3-acetate
At_84A2	GT-Predict	1		801	Indole-3-acetate
At_84A3	GT-Predict	0		801	Indole-3-acetate
At_84A4	GT-Predict	0		801	Indole-3-acetate
At_84B1	GT-Predict	1		801	Indole-3-acetate
At_84B2	GT-Predict	1		801	Indole-3-acetate
At_85A4	GT-Predict	0		801	Indole-3-acetate
At_85A5	GT-Predict	0		801	Indole-3-acetate
At_88A1	GT-Predict	0		801	Indole-3-acetate
At_89B1	GT-Predict	0.5		801	Indole-3-acetate
At_89C1	GT-Predict	0		801	Indole-3-acetate
VVGT1	GT-Predict	0		801	Indole-3-acetate
At_72B1	pTMH	0	-0.000586835	23581946	Ingenol 3-angelate
At_72E2	pTMH	0	-0.002981386	23581946	Ingenol 3-angelate
Mt_71G1	pTMH	0	0.000270708	23581946	Ingenol 3-angelate
Mt_78G1	pTMH	0	-0.00054247	23581946	Ingenol 3-angelate
Nt_UGT1	pTMH	0	-0.001660214	23581946	Ingenol 3-angelate
Pt_UGT1	pTMH	0	0.000314345	23581946	Ingenol 3-angelate
At_72B1	pTMH	0	-0.002913442	99514	Isosteviol
At_72E2	pTMH	0	-0.003992313	99514	Isosteviol
Mt_71G1	pTMH	0	-0.001944321	99514	Isosteviol
Mt_78G1	pTMH	0	-0.000738074	99514	Isosteviol
Nt_UGT1	pTMH	0	-0.00210232	99514	Isosteviol
Pt_UGT1	pTMH	0	-0.000451203	99514	Isosteviol
At_71B1	GT-Predict	1		5280863	Kaempferol
At_71B5	GT-Predict	1		5280863	Kaempferol
At_71B6	GT-Predict	1		5280863	Kaempferol
At_71B8	GT-Predict	1		5280863	Kaempferol
At_71C1	GT-Predict	1		5280863	Kaempferol
At_71C2	GT-Predict	1		5280863	Kaempferol
At_71C3	GT-Predict	1		5280863	Kaempferol
At_71C4	GT-Predict	1		5280863	Kaempferol
At_71C5	GT-Predict	1		5280863	Kaempferol
At_72B1	GT-Predict	0		5280863	Kaempferol
At_72B3	GT-Predict	1		5280863	Kaempferol
At_72C1	GT-Predict	0		5280863	Kaempferol
At_72D1	GT-Predict	1		5280863	Kaempferol
At_72E1	GT-Predict	1		5280863	Kaempferol
At_72E2	GT-Predict	0		5280863	Kaempferol
At_72E3	GT-Predict	0		5280863	Kaempferol
At_73B1	GT-Predict	1		5280863	Kaempferol
At_73B2	GT-Predict	1		5280863	Kaempferol
At_73B3	GT-Predict	1		5280863	Kaempferol
At_73B4	GT-Predict	1		5280863	Kaempferol
At_73B5	GT-Predict	1		5280863	Kaempferol
At_73C1	GT-Predict	1		5280863	Kaempferol
At_73C3	GT-Predict	1		5280863	Kaempferol
At_73C4	GT-Predict	1		5280863	Kaempferol
At_73C5	GT-Predict	1		5280863	Kaempferol
At_73C6	GT-Predict	1		5280863	Kaempferol
At_73C7	GT-Predict	1		5280863	Kaempferol
At_74B1	GT-Predict	1		5280863	Kaempferol
At_74F1	GT-Predict	1		5280863	Kaempferol
At_74F2	GT-Predict	1		5280863	Kaempferol
At_75B1	GT-Predict	1		5280863	Kaempferol
At_75D1	GT-Predict	1		5280863	Kaempferol
At_76C4	GT-Predict	1		5280863	Kaempferol
At_76E1	GT-Predict	1		5280863	Kaempferol
At_76E11	GT-Predict	1		5280863	Kaempferol
At_76E12	GT-Predict	1		5280863	Kaempferol
At_76E2	GT-Predict	1		5280863	Kaempferol
At_76E4	GT-Predict	1		5280863	Kaempferol
At_76E5	GT-Predict	1		5280863	Kaempferol
At_78D1	GT-Predict	1		5280863	Kaempferol
At_78D2	GT-Predict	1		5280863	Kaempferol
At_84A1	GT-Predict	1		5280863	Kaempferol
At_84A2	GT-Predict	1		5280863	Kaempferol
At_84A3	GT-Predict	1		5280863	Kaempferol
At_84A4	GT-Predict	1		5280863	Kaempferol
At_84B1	GT-Predict	1		5280863	Kaempferol
At_84B2	GT-Predict	1		5280863	Kaempferol
At_85A4	GT-Predict	1		5280863	Kaempferol
At_85A5	GT-Predict	1		5280863	Kaempferol
At_88A1	GT-Predict	1		5280863	Kaempferol
At_89B1	GT-Predict	1		5280863	Kaempferol
At_89C1	GT-Predict	1		5280863	Kaempferol
VVGT1	GT-Predict	1		5280863	Kaempferol
At_71B1	GT-Predict	0		3830	Kinetin
At_71B5	GT-Predict	0		3830	Kinetin
At_71B6	GT-Predict	0		3830	Kinetin
At_71B8	GT-Predict	0		3830	Kinetin
At_71C1	GT-Predict	0		3830	Kinetin
At_71C2	GT-Predict	0		3830	Kinetin
At_71C3	GT-Predict	0		3830	Kinetin
At_71C4	GT-Predict	0		3830	Kinetin
At_71C5	GT-Predict	0		3830	Kinetin
At_72B1	GT-Predict	0		3830	Kinetin
At_72B3	GT-Predict	0		3830	Kinetin
At_72C1	GT-Predict	0		3830	Kinetin
At_72D1	GT-Predict	0		3830	Kinetin
At_72E1	GT-Predict	0		3830	Kinetin
At_72E2	GT-Predict	0		3830	Kinetin
At_72E3	GT-Predict	0		3830	Kinetin
At_73B1	GT-Predict	0		3830	Kinetin
At_73B2	GT-Predict	0		3830	Kinetin
At_73B3	GT-Predict	0		3830	Kinetin
At_73B4	GT-Predict	0		3830	Kinetin
At_73B5	GT-Predict	0		3830	Kinetin
At_73C1	GT-Predict	0		3830	Kinetin
At_73C3	GT-Predict	0		3830	Kinetin
At_73C4	GT-Predict	0		3830	Kinetin
At_73C5	GT-Predict	0		3830	Kinetin
At_73C6	GT-Predict	0		3830	Kinetin
At_73C7	GT-Predict	0		3830	Kinetin
At_74B1	GT-Predict	0		3830	Kinetin
At_74F1	GT-Predict	0		3830	Kinetin
At_74F2	GT-Predict	0		3830	Kinetin
At_75B1	GT-Predict	0		3830	Kinetin
At_75D1	GT-Predict	0		3830	Kinetin
At_76C4	GT-Predict	0		3830	Kinetin
At_76E1	GT-Predict	0		3830	Kinetin
At_76E11	GT-Predict	0		3830	Kinetin
At_76E12	GT-Predict	0		3830	Kinetin
At_76E2	GT-Predict	0		3830	Kinetin
At_76E4	GT-Predict	0		3830	Kinetin
At_76E5	GT-Predict	0		3830	Kinetin
At_78D1	GT-Predict	0		3830	Kinetin
At_78D2	GT-Predict	0		3830	Kinetin
At_84A1	GT-Predict	0		3830	Kinetin
At_84A2	GT-Predict	0		3830	Kinetin
At_84A3	GT-Predict	0		3830	Kinetin
At_84A4	GT-Predict	0		3830	Kinetin
At_84B1	GT-Predict	0		3830	Kinetin
At_84B2	GT-Predict	0		3830	Kinetin
At_85A4	GT-Predict	0		3830	Kinetin
At_85A5	GT-Predict	0		3830	Kinetin
At_88A1	GT-Predict	0		3830	Kinetin
At_89B1	GT-Predict	0		3830	Kinetin
At_89C1	GT-Predict	0		3830	Kinetin
VVGT1	GT-Predict	0		3830	Kinetin
At_72B1	pTMH	0	-0.001941209	16666	l-Menthol
At_72E2	pTMH	0	-0.00332423	16666	l-Menthol
Mt_71G1	pTMH	0	-0.000398052	16666	l-Menthol
Mt_78G1	pTMH	0	-0.003598991	16666	l-Menthol
Nt_UGT1	pTMH	0	-0.000844637	16666	l-Menthol
Pt_UGT1	pTMH	0	-0.000542726	16666	l-Menthol
At_72B1	pTMH	0	-0.00031	439378	L-Theanine
At_72E2	pTMH	0	-0.001920041	439378	L-Theanine
Mt_71G1	pTMH	0	0.002623702	439378	L-Theanine
Mt_78G1	pTMH	0	-0.001769761	439378	L-Theanine
Nt_UGT1	pTMH	0	0.000447968	439378	L-Theanine
Pt_UGT1	pTMH	0	0.000467751	439378	L-Theanine
At_72B1	pTMH	0	0.00123463	6047	Levodopa
At_72E2	pTMH	0	-0.004891282	6047	Levodopa
Mt_71G1	pTMH	0	0.005005969	6047	Levodopa
Mt_78G1	pTMH	0	0.00590915	6047	Levodopa
Nt_UGT1	pTMH	0	-0.000702629	6047	Levodopa
Pt_UGT1	pTMH	0	0.004789536	6047	Levodopa
At_71C1	HTS_UGT	0	0.00135638620435306	6549	Linalool
At_71D1	HTS_UGT	0	-0.00052769260650263	6549	Linalool
At_72B1	pTMH	0	-0.002424257	6549	Linalool
At_72E2	pTMH	0	-0.001875891	6549	Linalool
Ct_71E5	HTS_UGT	0	0.00100148715778432	6549	Linalool
Dc_71F5	HTS_UGT	0	-0.000172220203368354	6549	Linalool
Fe_72B19	HTS_UGT	0	0.000253139095956869	6549	Linalool
Fe_88J1	HTS_UGT	0	0.000233900233542766	6549	Linalool
Fi_88A10	HTS_UGT	0	-1.0257197877718e-05	6549	Linalool
Gm_88E3	HTS_UGT	0	-0.000393613825739606	6549	Linalool
Lc_72B10	HTS_UGT	0	0.0038883671832856	6549	Linalool
Mt_71G1	pTMH	0	-0.000816528	6549	Linalool
Mt_78G1	pTMH	0	-0.001102345	6549	Linalool
Nt_UGT1	pTMH	0	-0.002803182	6549	Linalool
Os_88C1	HTS_UGT	0	0.000406355989255123	6549	Linalool
Pt_UGT1	pTMH	0	-0.000143758	6549	Linalool
Rc_GT1	HTS_UGT	0	-0.0173008830172613	6549	Linalool
Sl_GT5	HTS_UGT	0	-0.000527348185887596	6549	Linalool
Zm_15991	HTS_UGT	0	0.0011106390837767	6549	Linalool
Zm_43295	HTS_UGT	0	0.00123950962063134	6549	Linalool
Zm_51683	HTS_UGT	0	0.00154304346221366	6549	Linalool
Zm_62783	HTS_UGT	0	0.00161234974610215	6549	Linalool
Zm_72068	HTS_UGT	0	0.00298199536077944	6549	Linalool
Zm_85854	HTS_UGT	0	0.000292716597812985	6549	Linalool
At_72B1	pTMH	0	0.014409934	53232	Lovastatin
At_72E2	pTMH	0	0.027181392	53232	Lovastatin
Mt_71G1	pTMH	1	0.082834334	53232	Lovastatin
Mt_78G1	pTMH	0	0.01787263	53232	Lovastatin
Nt_UGT1	pTMH	0	0.006681262	53232	Lovastatin
At_71B1	GT-Predict	1		5280445	Luteolin
At_71B5	GT-Predict	1		5280445	Luteolin
At_71B6	GT-Predict	1		5280445	Luteolin
At_71B8	GT-Predict	1		5280445	Luteolin
At_71C1	GT-Predict	1		5280445	Luteolin
At_71C2	GT-Predict	1		5280445	Luteolin
At_71C3	GT-Predict	1		5280445	Luteolin
At_71C4	GT-Predict	1		5280445	Luteolin
At_71C5	GT-Predict	0.5		5280445	Luteolin
At_72B1	GT-Predict	0		5280445	Luteolin
At_72B1	pTMH	0	-0.007377716	5280445	Luteolin
At_72B3	GT-Predict	0		5280445	Luteolin
At_72C1	GT-Predict	0		5280445	Luteolin
At_72D1	GT-Predict	1		5280445	Luteolin
At_72E1	GT-Predict	0.5		5280445	Luteolin
At_72E2	GT-Predict	0		5280445	Luteolin
At_72E2	pTMH	0	0.00286988	5280445	Luteolin
At_72E3	GT-Predict	0		5280445	Luteolin
At_73B1	GT-Predict	1		5280445	Luteolin
At_73B2	GT-Predict	1		5280445	Luteolin
At_73B3	GT-Predict	1		5280445	Luteolin
At_73B4	GT-Predict	1		5280445	Luteolin
At_73B5	GT-Predict	1		5280445	Luteolin
At_73C1	GT-Predict	1		5280445	Luteolin
At_73C3	GT-Predict	1		5280445	Luteolin
At_73C4	GT-Predict	0		5280445	Luteolin
At_73C5	GT-Predict	1		5280445	Luteolin
At_73C6	GT-Predict	1		5280445	Luteolin
At_73C7	GT-Predict	1		5280445	Luteolin
At_74B1	GT-Predict	1		5280445	Luteolin
At_74F1	GT-Predict	1		5280445	Luteolin
At_74F2	GT-Predict	1		5280445	Luteolin
At_75B1	GT-Predict	1		5280445	Luteolin
At_75D1	GT-Predict	1		5280445	Luteolin
At_76C4	GT-Predict	1		5280445	Luteolin
At_76E1	GT-Predict	1		5280445	Luteolin
At_76E11	GT-Predict	0		5280445	Luteolin
At_76E12	GT-Predict	1		5280445	Luteolin
At_76E2	GT-Predict	0		5280445	Luteolin
At_76E4	GT-Predict	0		5280445	Luteolin
At_76E5	GT-Predict	0.5		5280445	Luteolin
At_78D1	GT-Predict	0		5280445	Luteolin
At_78D2	GT-Predict	1		5280445	Luteolin
At_84A1	GT-Predict	1		5280445	Luteolin
At_84A2	GT-Predict	1		5280445	Luteolin
At_84A3	GT-Predict	1		5280445	Luteolin
At_84A4	GT-Predict	1		5280445	Luteolin
At_84B1	GT-Predict	1		5280445	Luteolin
At_84B2	GT-Predict	1		5280445	Luteolin
At_85A4	GT-Predict	1		5280445	Luteolin
At_85A5	GT-Predict	1		5280445	Luteolin
At_88A1	GT-Predict	1		5280445	Luteolin
At_89B1	GT-Predict	0.5		5280445	Luteolin
At_89C1	GT-Predict	0		5280445	Luteolin
Mt_71G1	pTMH	0	0.010201182	5280445	Luteolin
Mt_78G1	pTMH	0	-0.000486317	5280445	Luteolin
Nt_UGT1	pTMH	0	-0.005445323	5280445	Luteolin
Pt_UGT1	pTMH	0	0.008665696	5280445	Luteolin
VVGT1	GT-Predict	1		5280445	Luteolin
At_71B1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_71B5	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_71B6	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_71B8	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_71C1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_71C2	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_71C3	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_71C4	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_71C5	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_72B3	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_72C1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_72D1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_72E1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_72E2	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_72E3	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_73B1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_73B2	GT-Predict	0.5		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_73B3	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_73B4	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_73B5	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_73C1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_73C3	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_73C4	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_73C5	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_73C6	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_74B1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_74F1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_74F2	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_75B1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_75D1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_76E1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_76E11	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_76E12	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_76E2	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_76E4	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_78D1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_78D2	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_84A1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_84A2	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_84A3	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_84A4	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_84B1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_84B2	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_85A4	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_85A5	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_88A1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_89B1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_89C1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
VVGT1	GT-Predict	0		2733787	2H-1-Benzopyran-2-one, 7-[[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]oxy]-4-methyl-
At_72B1	pTMH	0	-0.005186028	73412	Madecassic acid
At_72E2	pTMH	0	0.002351768	73412	Madecassic acid
Mt_71G1	pTMH	0	-1.06e-05	73412	Madecassic acid
Mt_78G1	pTMH	0.5	0.029705506	73412	Madecassic acid
Nt_UGT1	pTMH	0	-0.000212429	73412	Madecassic acid
Pt_UGT1	pTMH	0	-0.000758069	73412	Madecassic acid
At_71C1	HTS_UGT	0	0.00230227080197532	1254	Menthol
At_71D1	HTS_UGT	0	0.000624796593763737	1254	Menthol
Ct_71E5	HTS_UGT	0	0.000656759832444489	1254	Menthol
Dc_71F5	HTS_UGT	0	-1.23333100943007e-05	1254	Menthol
Fe_72B19	HTS_UGT	0	0.000337803716772534	1254	Menthol
Fe_88J1	HTS_UGT	0	0.0011606514734015	1254	Menthol
Fi_88A10	HTS_UGT	0	0.000110531991713353	1254	Menthol
Gm_88E3	HTS_UGT	0	0.0013869075108564	1254	Menthol
Lc_72B10	HTS_UGT	0	-0.00495883770889387	1254	Menthol
Os_88C1	HTS_UGT	0	-0.00122056380912236	1254	Menthol
Rc_GT1	HTS_UGT	0	0.00225258977507105	1254	Menthol
Sl_GT5	HTS_UGT	0	-0.000439136284139266	1254	Menthol
Zm_15991	HTS_UGT	0	0.00267597394582198	1254	Menthol
Zm_43295	HTS_UGT	0	0.000476503317483185	1254	Menthol
Zm_51683	HTS_UGT	0	0.000745071456949792	1254	Menthol
Zm_62783	HTS_UGT	0	0.00178506832268428	1254	Menthol
Zm_72068	HTS_UGT	0	0.00577779408786224	1254	Menthol
Zm_85854	HTS_UGT	0	0.00140521458244364	1254	Menthol
At_72B1	pTMH	1	0.448166565	4133	Methyl salicylate
At_72E2	pTMH	0	0.212910493	4133	Methyl salicylate
Mt_71G1	pTMH	0.5	0.058056788	4133	Methyl salicylate
Mt_78G1	pTMH	0	0.007784794	4133	Methyl salicylate
Nt_UGT1	pTMH	1	0.360606902	4133	Methyl salicylate
Pt_UGT1	pTMH	0	0.009403327	4133	Methyl salicylate
At_72B1	pTMH	0	0.004880176	124219	Mollugin
At_72E2	pTMH	0	0.003892694	124219	Mollugin
Mt_71G1	pTMH	0	0.008445088	124219	Mollugin
Mt_78G1	pTMH	0	0.013693529	124219	Mollugin
Nt_UGT1	pTMH	0	0.003402757	124219	Mollugin
Pt_UGT1	pTMH	0	0.006551951	124219	Mollugin
At_71B1	GT-Predict	0		62389	6-Benzylaminopurine
At_71B5	GT-Predict	0		62389	6-Benzylaminopurine
At_71B6	GT-Predict	0		62389	6-Benzylaminopurine
At_71B8	GT-Predict	0		62389	6-Benzylaminopurine
At_71C1	GT-Predict	0		62389	6-Benzylaminopurine
At_71C2	GT-Predict	0		62389	6-Benzylaminopurine
At_71C3	GT-Predict	0		62389	6-Benzylaminopurine
At_71C4	GT-Predict	0		62389	6-Benzylaminopurine
At_71C5	GT-Predict	0		62389	6-Benzylaminopurine
At_72B3	GT-Predict	0		62389	6-Benzylaminopurine
At_72C1	GT-Predict	0		62389	6-Benzylaminopurine
At_72D1	GT-Predict	0		62389	6-Benzylaminopurine
At_72E1	GT-Predict	0		62389	6-Benzylaminopurine
At_72E2	GT-Predict	0		62389	6-Benzylaminopurine
At_72E3	GT-Predict	0		62389	6-Benzylaminopurine
At_73B1	GT-Predict	0		62389	6-Benzylaminopurine
At_73B2	GT-Predict	0		62389	6-Benzylaminopurine
At_73B3	GT-Predict	0		62389	6-Benzylaminopurine
At_73B4	GT-Predict	0		62389	6-Benzylaminopurine
At_73B5	GT-Predict	0		62389	6-Benzylaminopurine
At_73C1	GT-Predict	0		62389	6-Benzylaminopurine
At_73C3	GT-Predict	0		62389	6-Benzylaminopurine
At_73C4	GT-Predict	0		62389	6-Benzylaminopurine
At_73C5	GT-Predict	0		62389	6-Benzylaminopurine
At_73C6	GT-Predict	0		62389	6-Benzylaminopurine
At_73C7	GT-Predict	0		62389	6-Benzylaminopurine
At_74B1	GT-Predict	0		62389	6-Benzylaminopurine
At_74F1	GT-Predict	0		62389	6-Benzylaminopurine
At_75B1	GT-Predict	0		62389	6-Benzylaminopurine
At_75D1	GT-Predict	0		62389	6-Benzylaminopurine
At_76C4	GT-Predict	0		62389	6-Benzylaminopurine
At_76E1	GT-Predict	0		62389	6-Benzylaminopurine
At_76E11	GT-Predict	0		62389	6-Benzylaminopurine
At_76E12	GT-Predict	0		62389	6-Benzylaminopurine
At_76E2	GT-Predict	0		62389	6-Benzylaminopurine
At_76E4	GT-Predict	0		62389	6-Benzylaminopurine
At_76E5	GT-Predict	0		62389	6-Benzylaminopurine
At_78D1	GT-Predict	0		62389	6-Benzylaminopurine
At_78D2	GT-Predict	0		62389	6-Benzylaminopurine
At_84A1	GT-Predict	0		62389	6-Benzylaminopurine
At_84A2	GT-Predict	0		62389	6-Benzylaminopurine
At_84A3	GT-Predict	0		62389	6-Benzylaminopurine
At_84B1	GT-Predict	0		62389	6-Benzylaminopurine
At_84B2	GT-Predict	0		62389	6-Benzylaminopurine
At_85A4	GT-Predict	0		62389	6-Benzylaminopurine
At_85A5	GT-Predict	0		62389	6-Benzylaminopurine
At_88A1	GT-Predict	0		62389	6-Benzylaminopurine
At_89B1	GT-Predict	0		62389	6-Benzylaminopurine
At_89C1	GT-Predict	0		62389	6-Benzylaminopurine
VVGT1	GT-Predict	0		62389	6-Benzylaminopurine
At_71B1	GT-Predict	0		92180	N-(3-Methylbut-2-EN-1-YL)-9H-purin-6-amine
At_71B5	GT-Predict	0		92180	N-(3-Methylbut-2-EN-1-YL)-9H-purin-6-amine
At_71B6	GT-Predict	0		92180	N-(3-Methylbut-2-EN-1-YL)-9H-purin-6-amine
At_71B8	GT-Predict	0		92180	N-(3-Methylbut-2-EN-1-YL)-9H-purin-6-amine
At_71C1	GT-Predict	0		92180	N-(3-Methylbut-2-EN-1-YL)-9H-purin-6-amine
