cas	cid	ID	Description	UGT	Accession	Polyphenol Name	Yield
3843-74-1	689075	43	UGT72B19	UGT72B19	A0A0A1H7P3	Methyl caffeate acid	93
4707-47-5	238398	43	UGT72B19	UGT72B19	A0A0A1H7P3	Atraric acid	31
69039-02-7	155240	43	UGT72B19	UGT72B19	A0A0A1H7P3	Hydroxytyrosol Acetate	57
121-79-9	4947	43	UGT72B19	UGT72B19	A0A0A1H7P3	Propyl gallate	95
606-12-2	220295	43	UGT72B19	UGT72B19	A0A0A1H7P3	2,4'-Dihydroxybenzophenone	17
531-95-3	91469	43	UGT72B19	UGT72B19	A0A0A1H7P3	Equol	1
33626-08-3	6255462	43	UGT72B19	UGT72B19	A0A0A1H7P3	4'-Methoxyresveratrol	97
86361-55-9	45382232	43	UGT72B19	UGT72B19	A0A0A1H7P3	Gnetol	40
842-01-3	5413034	43	UGT72B19	UGT72B19	A0A0A1H7P3	7,8-Dihydroxy-4-phenylcoumarin	8
7758-73-8	5398649	43	UGT72B19	UGT72B19	A0A0A1H7P3	5,7-Dihydroxy-4-phenylcoumarin	5
32507-66-7	5318650	43	UGT72B19	UGT72B19	A0A0A1H7P3	Isorhapontigenin	19
17817-31-1	5284649	43	UGT72B19	UGT72B19	A0A0A1H7P3	6,7,4'-Trihydroxyisoflavone	2
487-52-5	5281222	43	UGT72B19	UGT72B19	A0A0A1H7P3	Butein	76
20575-57-9	5280448	43	UGT72B19	UGT72B19	A0A0A1H7P3	Calycosin	6
480-11-5	5320315	43	UGT72B19	UGT72B19	A0A0A1H7P3	Oroxylin A	20
104594-70-9	5281787	43	UGT72B19	UGT72B19	A0A0A1H7P3	Caffeic Acid Phenethyl Ester	98
2957-21-3	73571	43	UGT72B19	UGT72B19	A0A0A1H7P3	Sakuranetin	3
552-58-9	440735	43	UGT72B19	UGT72B19	A0A0A1H7P3	Eriodictyol	38
480-20-6	122850	43	UGT72B19	UGT72B19	A0A0A1H7P3	Aromadendrin	0
1447-88-7	5281628	43	UGT72B19	UGT72B19	A0A0A1H7P3	Hispidulin	53
548-77-6	5281811	43	UGT72B19	UGT72B19	A0A0A1H7P3	Tectorigenin	2
37308-75-1	6293081	43	UGT72B19	UGT72B19	A0A0A1H7P3	Flavokawain C	19
500-38-9	4534	43	UGT72B19	UGT72B19	A0A0A1H7P3	Nordihydroguaiaretic acid	30
102036-29-3	13846689	43	UGT72B19	UGT72B19	A0A0A1H7P3	Protosappanin B	0
108853-14-1	176096	43	UGT72B19	UGT72B19	A0A0A1H7P3	Dendrophenol	10
520-11-6	5317284	43	UGT72B19	UGT72B19	A0A0A1H7P3	6-Methoxyluteolin	43
41060-15-5	5320053	43	UGT72B19	UGT72B19	A0A0A1H7P3	Neobavaisoflavone	12
19879-32-4	5321775	43	UGT72B19	UGT72B19	A0A0A1H7P3	Bavachin	25
67979-25-3	155011	43	UGT72B19	UGT72B19	A0A0A1H7P3	Aurantio-obtusin	30
18085-97-7	5379096	43	UGT72B19	UGT72B19	A0A0A1H7P3	Jaceosidin	32
906-33-2	5280633	43	UGT72B19	UGT72B19	A0A0A1H7P3	Neochlorogenic acid	0
548-76-5	5464170	43	UGT72B19	UGT72B19	A0A0A1H7P3	Irigenin	7
27208-80-6	5281718	43	UGT72B19	UGT72B19	A0A0A1H7P3	Polydatin	0
500-65-2	5320954	46	UGT71F5	UGT71F5	A7M6I2	Rhapontigenin	45
446-72-0	5280961	46	UGT71F5	UGT71F5	A7M6I2	Genistein	30
520-36-5	5280443	46	UGT71F5	UGT71F5	A7M6I2	Apigenin	88
491-70-3	5280445	46	UGT71F5	UGT71F5	A7M6I2	Luteolin	47
4773-96-0	5281647	46	UGT71F5	UGT71F5	A7M6I2	Mangiferin	0
3681-93-4	5280441	46	UGT71F5	UGT71F5	A7M6I2	Vitexin	16
1126-61-0	70775	46	UGT71F5	UGT71F5	A7M6I2	4-Allylpyrocatechol	75
13677-79-7	83651	46	UGT71F5	UGT71F5	A7M6I2	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	46	UGT71F5	UGT71F5	A7M6I2	Homogentisic acid	0
31721-94-5	5281343	46	UGT71F5	UGT71F5	A7M6I2	5,7-Dihydroxychromone	39
1983-81-9	54679630	46	UGT71F5	UGT71F5	A7M6I2	4,7-DIHYDROXYCOUMARIN	0
708-53-2	12820	46	UGT71F5	UGT71F5	A7M6I2	2',3'-Dihydroxy-4'-methoxyacetophenone	54
529-84-0	5319502	46	UGT71F5	UGT71F5	A7M6I2	4-Methylesculetin	66
2107-76-8	5354284	46	UGT71F5	UGT71F5	A7M6I2	4-Methyllimetol	66
3843-74-1	689075	46	UGT71F5	UGT71F5	A7M6I2	Methyl caffeate acid	77
4707-47-5	238398	46	UGT71F5	UGT71F5	A7M6I2	Atraric acid	43
69039-02-7	155240	46	UGT71F5	UGT71F5	A7M6I2	Hydroxytyrosol Acetate	75
121-79-9	4947	46	UGT71F5	UGT71F5	A7M6I2	Propyl gallate	89
606-12-2	220295	46	UGT71F5	UGT71F5	A7M6I2	2,4'-Dihydroxybenzophenone	69
531-95-3	91469	46	UGT71F5	UGT71F5	A7M6I2	Equol	23
33626-08-3	6255462	46	UGT71F5	UGT71F5	A7M6I2	4'-Methoxyresveratrol	50
86361-55-9	45382232	46	UGT71F5	UGT71F5	A7M6I2	Gnetol	35
842-01-3	5413034	46	UGT71F5	UGT71F5	A7M6I2	7,8-Dihydroxy-4-phenylcoumarin	9
7758-73-8	5398649	46	UGT71F5	UGT71F5	A7M6I2	5,7-Dihydroxy-4-phenylcoumarin	91
32507-66-7	5318650	46	UGT71F5	UGT71F5	A7M6I2	Isorhapontigenin	49
17817-31-1	5284649	46	UGT71F5	UGT71F5	A7M6I2	6,7,4'-Trihydroxyisoflavone	24
487-52-5	5281222	46	UGT71F5	UGT71F5	A7M6I2	Butein	100
20575-57-9	5280448	46	UGT71F5	UGT71F5	A7M6I2	Calycosin	19
480-11-5	5320315	46	UGT71F5	UGT71F5	A7M6I2	Oroxylin A	67
104594-70-9	5281787	46	UGT71F5	UGT71F5	A7M6I2	Caffeic Acid Phenethyl Ester	41
2957-21-3	73571	46	UGT71F5	UGT71F5	A7M6I2	Sakuranetin	7
552-58-9	440735	46	UGT71F5	UGT71F5	A7M6I2	Eriodictyol	78
480-20-6	122850	46	UGT71F5	UGT71F5	A7M6I2	Aromadendrin	61
1447-88-7	5281628	46	UGT71F5	UGT71F5	A7M6I2	Hispidulin	91
548-77-6	5281811	46	UGT71F5	UGT71F5	A7M6I2	Tectorigenin	50
37308-75-1	6293081	46	UGT71F5	UGT71F5	A7M6I2	Flavokawain C	48
500-38-9	4534	46	UGT71F5	UGT71F5	A7M6I2	Nordihydroguaiaretic acid	89
102036-29-3	13846689	46	UGT71F5	UGT71F5	A7M6I2	Protosappanin B	0
108853-14-1	176096	46	UGT71F5	UGT71F5	A7M6I2	Dendrophenol	55
520-11-6	5317284	46	UGT71F5	UGT71F5	A7M6I2	6-Methoxyluteolin	51
41060-15-5	5320053	46	UGT71F5	UGT71F5	A7M6I2	Neobavaisoflavone	68
19879-32-4	5321775	46	UGT71F5	UGT71F5	A7M6I2	Bavachin	79
67979-25-3	155011	46	UGT71F5	UGT71F5	A7M6I2	Aurantio-obtusin	34
18085-97-7	5379096	46	UGT71F5	UGT71F5	A7M6I2	Jaceosidin	77
906-33-2	5280633	46	UGT71F5	UGT71F5	A7M6I2	Neochlorogenic acid	0
548-76-5	5464170	46	UGT71F5	UGT71F5	A7M6I2	Irigenin	76
27208-80-6	5281718	46	UGT71F5	UGT71F5	A7M6I2	Polydatin	3
500-65-2	5320954	47	UGT71E5	UGT71E5	A0A1P8C3B1	Rhapontigenin	93
446-72-0	5280961	47	UGT71E5	UGT71E5	A0A1P8C3B1	Genistein	56
520-36-5	5280443	47	UGT71E5	UGT71E5	A0A1P8C3B1	Apigenin	93
491-70-3	5280445	47	UGT71E5	UGT71E5	A0A1P8C3B1	Luteolin	92
4773-96-0	5281647	47	UGT71E5	UGT71E5	A0A1P8C3B1	Mangiferin	0
3681-93-4	5280441	47	UGT71E5	UGT71E5	A0A1P8C3B1	Vitexin	46
1126-61-0	70775	47	UGT71E5	UGT71E5	A0A1P8C3B1	4-Allylpyrocatechol	73
13677-79-7	83651	47	UGT71E5	UGT71E5	A0A1P8C3B1	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	47	UGT71E5	UGT71E5	A0A1P8C3B1	Homogentisic acid	0
31721-94-5	5281343	47	UGT71E5	UGT71E5	A0A1P8C3B1	5,7-Dihydroxychromone	54
1983-81-9	54679630	47	UGT71E5	UGT71E5	A0A1P8C3B1	4,7-DIHYDROXYCOUMARIN	39
708-53-2	12820	47	UGT71E5	UGT71E5	A0A1P8C3B1	2',3'-Dihydroxy-4'-methoxyacetophenone	59
529-84-0	5319502	47	UGT71E5	UGT71E5	A0A1P8C3B1	4-Methylesculetin	94
2107-76-8	5354284	47	UGT71E5	UGT71E5	A0A1P8C3B1	4-Methyllimetol	97
3843-74-1	689075	47	UGT71E5	UGT71E5	A0A1P8C3B1	Methyl caffeate acid	91
4707-47-5	238398	47	UGT71E5	UGT71E5	A0A1P8C3B1	Atraric acid	90
69039-02-7	155240	47	UGT71E5	UGT71E5	A0A1P8C3B1	Hydroxytyrosol Acetate	87
121-79-9	4947	47	UGT71E5	UGT71E5	A0A1P8C3B1	Propyl gallate	87
606-12-2	220295	47	UGT71E5	UGT71E5	A0A1P8C3B1	2,4'-Dihydroxybenzophenone	72
531-95-3	91469	47	UGT71E5	UGT71E5	A0A1P8C3B1	Equol	78
33626-08-3	6255462	47	UGT71E5	UGT71E5	A0A1P8C3B1	4'-Methoxyresveratrol	98
86361-55-9	45382232	47	UGT71E5	UGT71E5	A0A1P8C3B1	Gnetol	93
842-01-3	5413034	47	UGT71E5	UGT71E5	A0A1P8C3B1	7,8-Dihydroxy-4-phenylcoumarin	85
7758-73-8	5398649	47	UGT71E5	UGT71E5	A0A1P8C3B1	5,7-Dihydroxy-4-phenylcoumarin	100
32507-66-7	5318650	47	UGT71E5	UGT71E5	A0A1P8C3B1	Isorhapontigenin	97
17817-31-1	5284649	47	UGT71E5	UGT71E5	A0A1P8C3B1	6,7,4'-Trihydroxyisoflavone	87
487-52-5	5281222	47	UGT71E5	UGT71E5	A0A1P8C3B1	Butein	100
20575-57-9	5280448	47	UGT71E5	UGT71E5	A0A1P8C3B1	Calycosin	70
480-11-5	5320315	47	UGT71E5	UGT71E5	A0A1P8C3B1	Oroxylin A	69
104594-70-9	5281787	47	UGT71E5	UGT71E5	A0A1P8C3B1	Caffeic Acid Phenethyl Ester	100
2957-21-3	73571	47	UGT71E5	UGT71E5	A0A1P8C3B1	Sakuranetin	100
552-58-9	440735	47	UGT71E5	UGT71E5	A0A1P8C3B1	Eriodictyol	89
480-20-6	122850	47	UGT71E5	UGT71E5	A0A1P8C3B1	Aromadendrin	89
1447-88-7	5281628	47	UGT71E5	UGT71E5	A0A1P8C3B1	Hispidulin	100
548-77-6	5281811	47	UGT71E5	UGT71E5	A0A1P8C3B1	Tectorigenin	50
37308-75-1	6293081	47	UGT71E5	UGT71E5	A0A1P8C3B1	Flavokawain C	85
500-38-9	4534	47	UGT71E5	UGT71E5	A0A1P8C3B1	Nordihydroguaiaretic acid	100
102036-29-3	13846689	47	UGT71E5	UGT71E5	A0A1P8C3B1	Protosappanin B	0
108853-14-1	176096	47	UGT71E5	UGT71E5	A0A1P8C3B1	Dendrophenol	79
520-11-6	5317284	47	UGT71E5	UGT71E5	A0A1P8C3B1	6-Methoxyluteolin	91
41060-15-5	5320053	47	UGT71E5	UGT71E5	A0A1P8C3B1	Neobavaisoflavone	94
19879-32-4	5321775	47	UGT71E5	UGT71E5	A0A1P8C3B1	Bavachin	100
67979-25-3	155011	47	UGT71E5	UGT71E5	A0A1P8C3B1	Aurantio-obtusin	39
18085-97-7	5379096	47	UGT71E5	UGT71E5	A0A1P8C3B1	Jaceosidin	95
906-33-2	5280633	47	UGT71E5	UGT71E5	A0A1P8C3B1	Neochlorogenic acid	0
548-76-5	5464170	47	UGT71E5	UGT71E5	A0A1P8C3B1	Irigenin	87
27208-80-6	5281718	47	UGT71E5	UGT71E5	A0A1P8C3B1	Polydatin	0
500-65-2	5320954	50	UGT71D1	UGT71D1	O82383	Rhapontigenin	95
446-72-0	5280961	50	UGT71D1	UGT71D1	O82383	Genistein	20
520-36-5	5280443	50	UGT71D1	UGT71D1	O82383	Apigenin	47
491-70-3	5280445	50	UGT71D1	UGT71D1	O82383	Luteolin	77
4773-96-0	5281647	50	UGT71D1	UGT71D1	O82383	Mangiferin	0
3681-93-4	5280441	50	UGT71D1	UGT71D1	O82383	Vitexin	0
1126-61-0	70775	50	UGT71D1	UGT71D1	O82383	4-Allylpyrocatechol	75
13677-79-7	83651	50	UGT71D1	UGT71D1	O82383	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	50	UGT71D1	UGT71D1	O82383	Homogentisic acid	0
31721-94-5	5281343	50	UGT71D1	UGT71D1	O82383	5,7-Dihydroxychromone	10
1983-81-9	54679630	50	UGT71D1	UGT71D1	O82383	4,7-DIHYDROXYCOUMARIN	0
708-53-2	12820	50	UGT71D1	UGT71D1	O82383	2',3'-Dihydroxy-4'-methoxyacetophenone	59
529-84-0	5319502	50	UGT71D1	UGT71D1	O82383	4-Methylesculetin	82
2107-76-8	5354284	50	UGT71D1	UGT71D1	O82383	4-Methyllimetol	94
3843-74-1	689075	50	UGT71D1	UGT71D1	O82383	Methyl caffeate acid	98
4707-47-5	238398	50	UGT71D1	UGT71D1	O82383	Atraric acid	0
69039-02-7	155240	50	UGT71D1	UGT71D1	O82383	Hydroxytyrosol Acetate	99
121-79-9	4947	50	UGT71D1	UGT71D1	O82383	Propyl gallate	95
606-12-2	220295	50	UGT71D1	UGT71D1	O82383	2,4'-Dihydroxybenzophenone	71
531-95-3	91469	50	UGT71D1	UGT71D1	O82383	Equol	4
33626-08-3	6255462	50	UGT71D1	UGT71D1	O82383	4'-Methoxyresveratrol	91
86361-55-9	45382232	50	UGT71D1	UGT71D1	O82383	Gnetol	67
842-01-3	5413034	50	UGT71D1	UGT71D1	O82383	7,8-Dihydroxy-4-phenylcoumarin	0
7758-73-8	5398649	50	UGT71D1	UGT71D1	O82383	5,7-Dihydroxy-4-phenylcoumarin	19
32507-66-7	5318650	50	UGT71D1	UGT71D1	O82383	Isorhapontigenin	80
17817-31-1	5284649	50	UGT71D1	UGT71D1	O82383	6,7,4'-Trihydroxyisoflavone	0
487-52-5	5281222	50	UGT71D1	UGT71D1	O82383	Butein	83
20575-57-9	5280448	50	UGT71D1	UGT71D1	O82383	Calycosin	85
480-11-5	5320315	50	UGT71D1	UGT71D1	O82383	Oroxylin A	59
104594-70-9	5281787	50	UGT71D1	UGT71D1	O82383	Caffeic Acid Phenethyl Ester	40
2957-21-3	73571	50	UGT71D1	UGT71D1	O82383	Sakuranetin	22
552-58-9	440735	50	UGT71D1	UGT71D1	O82383	Eriodictyol	65
480-20-6	122850	50	UGT71D1	UGT71D1	O82383	Aromadendrin	16
1447-88-7	5281628	50	UGT71D1	UGT71D1	O82383	Hispidulin	79
548-77-6	5281811	50	UGT71D1	UGT71D1	O82383	Tectorigenin	5
37308-75-1	6293081	50	UGT71D1	UGT71D1	O82383	Flavokawain C	13
500-38-9	4534	50	UGT71D1	UGT71D1	O82383	Nordihydroguaiaretic acid	44
102036-29-3	13846689	50	UGT71D1	UGT71D1	O82383	Protosappanin B	0
108853-14-1	176096	50	UGT71D1	UGT71D1	O82383	Dendrophenol	14
520-11-6	5317284	50	UGT71D1	UGT71D1	O82383	6-Methoxyluteolin	72
41060-15-5	5320053	50	UGT71D1	UGT71D1	O82383	Neobavaisoflavone	61
19879-32-4	5321775	50	UGT71D1	UGT71D1	O82383	Bavachin	77
67979-25-3	155011	50	UGT71D1	UGT71D1	O82383	Aurantio-obtusin	24
18085-97-7	5379096	50	UGT71D1	UGT71D1	O82383	Jaceosidin	95
906-33-2	5280633	50	UGT71D1	UGT71D1	O82383	Neochlorogenic acid	0
548-76-5	5464170	50	UGT71D1	UGT71D1	O82383	Irigenin	86
27208-80-6	5281718	50	UGT71D1	UGT71D1	O82383	Polydatin	0
500-65-2	5320954	53	UGT71C1	UGT71C1	O82381	Rhapontigenin	90
446-72-0	5280961	53	UGT71C1	UGT71C1	O82381	Genistein	2
520-36-5	5280443	53	UGT71C1	UGT71C1	O82381	Apigenin	77
491-70-3	5280445	53	UGT71C1	UGT71C1	O82381	Luteolin	98
4773-96-0	5281647	53	UGT71C1	UGT71C1	O82381	Mangiferin	0
3681-93-4	5280441	53	UGT71C1	UGT71C1	O82381	Vitexin	0
1126-61-0	70775	53	UGT71C1	UGT71C1	O82381	4-Allylpyrocatechol	77
13677-79-7	83651	53	UGT71C1	UGT71C1	O82381	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	53	UGT71C1	UGT71C1	O82381	Homogentisic acid	0
31721-94-5	5281343	53	UGT71C1	UGT71C1	O82381	5,7-Dihydroxychromone	49
1983-81-9	54679630	53	UGT71C1	UGT71C1	O82381	4,7-DIHYDROXYCOUMARIN	56
708-53-2	12820	53	UGT71C1	UGT71C1	O82381	2',3'-Dihydroxy-4'-methoxyacetophenone	60
529-84-0	5319502	53	UGT71C1	UGT71C1	O82381	4-Methylesculetin	87
2107-76-8	5354284	53	UGT71C1	UGT71C1	O82381	4-Methyllimetol	91
3843-74-1	689075	53	UGT71C1	UGT71C1	O82381	Methyl caffeate acid	95
4707-47-5	238398	53	UGT71C1	UGT71C1	O82381	Atraric acid	50
69039-02-7	155240	53	UGT71C1	UGT71C1	O82381	Hydroxytyrosol Acetate	94
121-79-9	4947	53	UGT71C1	UGT71C1	O82381	Propyl gallate	100
606-12-2	220295	53	UGT71C1	UGT71C1	O82381	2,4'-Dihydroxybenzophenone	39
531-95-3	91469	53	UGT71C1	UGT71C1	O82381	Equol	46
33626-08-3	6255462	53	UGT71C1	UGT71C1	O82381	4'-Methoxyresveratrol	30
86361-55-9	45382232	53	UGT71C1	UGT71C1	O82381	Gnetol	51
842-01-3	5413034	53	UGT71C1	UGT71C1	O82381	7,8-Dihydroxy-4-phenylcoumarin	27
7758-73-8	5398649	53	UGT71C1	UGT71C1	O82381	5,7-Dihydroxy-4-phenylcoumarin	28
32507-66-7	5318650	53	UGT71C1	UGT71C1	O82381	Isorhapontigenin	82
17817-31-1	5284649	53	UGT71C1	UGT71C1	O82381	6,7,4'-Trihydroxyisoflavone	16
487-52-5	5281222	53	UGT71C1	UGT71C1	O82381	Butein	100
20575-57-9	5280448	53	UGT71C1	UGT71C1	O82381	Calycosin	55
480-11-5	5320315	53	UGT71C1	UGT71C1	O82381	Oroxylin A	45
104594-70-9	5281787	53	UGT71C1	UGT71C1	O82381	Caffeic Acid Phenethyl Ester	97
2957-21-3	73571	53	UGT71C1	UGT71C1	O82381	Sakuranetin	4
552-58-9	440735	53	UGT71C1	UGT71C1	O82381	Eriodictyol	87
480-20-6	122850	53	UGT71C1	UGT71C1	O82381	Aromadendrin	58
1447-88-7	5281628	53	UGT71C1	UGT71C1	O82381	Hispidulin	74
548-77-6	5281811	53	UGT71C1	UGT71C1	O82381	Tectorigenin	20
37308-75-1	6293081	53	UGT71C1	UGT71C1	O82381	Flavokawain C	0
500-38-9	4534	53	UGT71C1	UGT71C1	O82381	Nordihydroguaiaretic acid	10
102036-29-3	13846689	53	UGT71C1	UGT71C1	O82381	Protosappanin B	0
108853-14-1	176096	53	UGT71C1	UGT71C1	O82381	Dendrophenol	49
520-11-6	5317284	53	UGT71C1	UGT71C1	O82381	6-Methoxyluteolin	87
41060-15-5	5320053	53	UGT71C1	UGT71C1	O82381	Neobavaisoflavone	33
19879-32-4	5321775	53	UGT71C1	UGT71C1	O82381	Bavachin	44
67979-25-3	155011	53	UGT71C1	UGT71C1	O82381	Aurantio-obtusin	12
18085-97-7	5379096	53	UGT71C1	UGT71C1	O82381	Jaceosidin	78
906-33-2	5280633	53	UGT71C1	UGT71C1	O82381	Neochlorogenic acid	0
548-76-5	5464170	53	UGT71C1	UGT71C1	O82381	Irigenin	56
27208-80-6	5281718	53	UGT71C1	UGT71C1	O82381	Polydatin	0
500-65-2	5320954	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Rhapontigenin	4
446-72-0	5280961	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Genistein	3
520-36-5	5280443	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Apigenin	33
491-70-3	5280445	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Luteolin	6
4773-96-0	5281647	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Mangiferin	0
3681-93-4	5280441	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Vitexin	0
1126-61-0	70775	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	4-Allylpyrocatechol	0
13677-79-7	83651	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Homogentisic acid	0
31721-94-5	5281343	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	5,7-Dihydroxychromone	100
1983-81-9	54679630	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	4,7-DIHYDROXYCOUMARIN	0
708-53-2	12820	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	2',3'-Dihydroxy-4'-methoxyacetophenone	100
529-84-0	5319502	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	4-Methylesculetin	0
2107-76-8	5354284	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	4-Methyllimetol	0
3843-74-1	689075	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Methyl caffeate acid	1
4707-47-5	238398	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Atraric acid	1
69039-02-7	155240	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Hydroxytyrosol Acetate	3
121-79-9	4947	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Propyl gallate	3
606-12-2	220295	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	2,4'-Dihydroxybenzophenone	1
531-95-3	91469	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Equol	2
33626-08-3	6255462	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	4'-Methoxyresveratrol	1
86361-55-9	45382232	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Gnetol	0
842-01-3	5413034	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	7,8-Dihydroxy-4-phenylcoumarin	1
7758-73-8	5398649	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	5,7-Dihydroxy-4-phenylcoumarin	0
32507-66-7	5318650	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Isorhapontigenin	1
17817-31-1	5284649	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	6,7,4'-Trihydroxyisoflavone	2
487-52-5	5281222	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Butein	4
20575-57-9	5280448	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Calycosin	6
480-11-5	5320315	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Oroxylin A	3
104594-70-9	5281787	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Caffeic Acid Phenethyl Ester	2
2957-21-3	73571	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Sakuranetin	10
552-58-9	440735	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Eriodictyol	19
480-20-6	122850	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Aromadendrin	2
1447-88-7	5281628	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Hispidulin	2
548-77-6	5281811	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Tectorigenin	1
37308-75-1	6293081	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Flavokawain C	7
500-38-9	4534	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Nordihydroguaiaretic acid	0
102036-29-3	13846689	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Protosappanin B	0
108853-14-1	176096	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Dendrophenol	1
520-11-6	5317284	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	6-Methoxyluteolin	3
41060-15-5	5320053	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Neobavaisoflavone	33
19879-32-4	5321775	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Bavachin	10
67979-25-3	155011	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Aurantio-obtusin	0
18085-97-7	5379096	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Jaceosidin	1
906-33-2	5280633	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Neochlorogenic acid	0
548-76-5	5464170	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Irigenin	0
27208-80-6	5281718	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	O22822	Polydatin	0
500-65-2	5320954	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Rhapontigenin	3
446-72-0	5280961	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Genistein	12
520-36-5	5280443	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Apigenin	25
491-70-3	5280445	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Luteolin	49
4773-96-0	5281647	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Mangiferin	0
3681-93-4	5280441	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Vitexin	0
1126-61-0	70775	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	4-Allylpyrocatechol	0
13677-79-7	83651	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Homogentisic acid	0
31721-94-5	5281343	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	5,7-Dihydroxychromone	0
1983-81-9	54679630	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	4,7-DIHYDROXYCOUMARIN	0
708-53-2	12820	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	2',3'-Dihydroxy-4'-methoxyacetophenone	2
529-84-0	5319502	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	4-Methylesculetin	0
2107-76-8	5354284	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	4-Methyllimetol	0
3843-74-1	689075	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Methyl caffeate acid	9
4707-47-5	238398	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Atraric acid	0
69039-02-7	155240	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Hydroxytyrosol Acetate	1
121-79-9	4947	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Propyl gallate	2
606-12-2	220295	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	2,4'-Dihydroxybenzophenone	0
