Accession	cas	cid	ID	Description	UGT	Polyphenol Name	Yield	enzyme
D2KY82	32507-66-7	5318650	41	UGT88A10	UGT88A10	Isorhapontigenin	89	Fi_88A10
D2KY82	17817-31-1	5284649	41	UGT88A10	UGT88A10	6,7,4'-Trihydroxyisoflavone	71	Fi_88A10
D2KY82	487-52-5	5281222	41	UGT88A10	UGT88A10	Butein	88	Fi_88A10
D2KY82	20575-57-9	5280448	41	UGT88A10	UGT88A10	Calycosin	83	Fi_88A10
D2KY82	480-11-5	5320315	41	UGT88A10	UGT88A10	Oroxylin A	53	Fi_88A10
D2KY82	104594-70-9	5281787	41	UGT88A10	UGT88A10	Caffeic Acid Phenethyl Ester	100	Fi_88A10
D2KY82	2957-21-3	73571	41	UGT88A10	UGT88A10	Sakuranetin	6	Fi_88A10
D2KY82	552-58-9	440735	41	UGT88A10	UGT88A10	Eriodictyol	74	Fi_88A10
D2KY82	480-20-6	122850	41	UGT88A10	UGT88A10	Aromadendrin	0	Fi_88A10
D2KY82	1447-88-7	5281628	41	UGT88A10	UGT88A10	Hispidulin	89	Fi_88A10
D2KY82	548-77-6	5281811	41	UGT88A10	UGT88A10	Tectorigenin	37	Fi_88A10
D2KY82	37308-75-1	6293081	41	UGT88A10	UGT88A10	Flavokawain C	40	Fi_88A10
D2KY82	500-38-9	4534	41	UGT88A10	UGT88A10	Nordihydroguaiaretic acid	79	Fi_88A10
D2KY82	102036-29-3	13846689	41	UGT88A10	UGT88A10	Protosappanin B	14	Fi_88A10
D2KY82	108853-14-1	176096	41	UGT88A10	UGT88A10	Dendrophenol	28	Fi_88A10
D2KY82	520-11-6	5317284	41	UGT88A10	UGT88A10	6-Methoxyluteolin	0	Fi_88A10
D2KY82	41060-15-5	5320053	41	UGT88A10	UGT88A10	Neobavaisoflavone	58	Fi_88A10
D2KY82	19879-32-4	5321775	41	UGT88A10	UGT88A10	Bavachin	53	Fi_88A10
D2KY82	67979-25-3	155011	41	UGT88A10	UGT88A10	Aurantio-obtusin	15	Fi_88A10
D2KY82	18085-97-7	5379096	41	UGT88A10	UGT88A10	Jaceosidin	43	Fi_88A10
D2KY82	906-33-2	5280633	41	UGT88A10	UGT88A10	Neochlorogenic acid	0	Fi_88A10
D2KY82	548-76-5	5464170	41	UGT88A10	UGT88A10	Irigenin	25	Fi_88A10
D2KY82	27208-80-6	5281718	41	UGT88A10	UGT88A10	Polydatin	0	Fi_88A10
A0A0A1H7N8	500-65-2	5320954	42	UGT88J1	UGT88J1	Rhapontigenin	43	Fe_88J1
A0A0A1H7N8	446-72-0	5280961	42	UGT88J1	UGT88J1	Genistein	33	Fe_88J1
A0A0A1H7N8	520-36-5	5280443	42	UGT88J1	UGT88J1	Apigenin	92	Fe_88J1
A0A0A1H7N8	491-70-3	5280445	42	UGT88J1	UGT88J1	Luteolin	92	Fe_88J1
A0A0A1H7N8	4773-96-0	5281647	42	UGT88J1	UGT88J1	Mangiferin	3	Fe_88J1
A0A0A1H7N8	3681-93-4	5280441	42	UGT88J1	UGT88J1	Vitexin	0	Fe_88J1
A0A0A1H7N8	1126-61-0	70775	42	UGT88J1	UGT88J1	4-Allylpyrocatechol	7	Fe_88J1
A0A0A1H7N8	13677-79-7	83651	42	UGT88J1	UGT88J1	2,3,4-Trihydroxybenzoic acid	0	Fe_88J1
A0A0A1H7N8	451-13-8	780	42	UGT88J1	UGT88J1	Homogentisic acid	0	Fe_88J1
A0A0A1H7N8	31721-94-5	5281343	42	UGT88J1	UGT88J1	5,7-Dihydroxychromone	17	Fe_88J1
A0A0A1H7N8	1983-81-9	54679630	42	UGT88J1	UGT88J1	4,7-DIHYDROXYCOUMARIN	0	Fe_88J1
A0A0A1H7N8	708-53-2	12820	42	UGT88J1	UGT88J1	2',3'-Dihydroxy-4'-methoxyacetophenone	2	Fe_88J1
A0A0A1H7N8	529-84-0	5319502	42	UGT88J1	UGT88J1	4-Methylesculetin	6	Fe_88J1
A0A0A1H7N8	2107-76-8	5354284	42	UGT88J1	UGT88J1	4-Methyllimetol	94	Fe_88J1
A0A0A1H7N8	3843-74-1	689075	42	UGT88J1	UGT88J1	Methyl caffeate acid	11	Fe_88J1
A0A0A1H7N8	4707-47-5	238398	42	UGT88J1	UGT88J1	Atraric acid	3	Fe_88J1
A0A0A1H7N8	69039-02-7	155240	42	UGT88J1	UGT88J1	Hydroxytyrosol Acetate	0	Fe_88J1
A0A0A1H7N8	121-79-9	4947	42	UGT88J1	UGT88J1	Propyl gallate	95	Fe_88J1
A0A0A1H7N8	606-12-2	220295	42	UGT88J1	UGT88J1	2,4'-Dihydroxybenzophenone	16	Fe_88J1
A0A0A1H7N8	531-95-3	91469	42	UGT88J1	UGT88J1	Equol	23	Fe_88J1
A0A0A1H7N8	33626-08-3	6255462	42	UGT88J1	UGT88J1	4'-Methoxyresveratrol	20	Fe_88J1
A0A0A1H7N8	86361-55-9	45382232	42	UGT88J1	UGT88J1	Gnetol	7	Fe_88J1
A0A0A1H7N8	842-01-3	5413034	42	UGT88J1	UGT88J1	7,8-Dihydroxy-4-phenylcoumarin	12	Fe_88J1
A0A0A1H7N8	7758-73-8	5398649	42	UGT88J1	UGT88J1	5,7-Dihydroxy-4-phenylcoumarin	83	Fe_88J1
A0A0A1H7N8	32507-66-7	5318650	42	UGT88J1	UGT88J1	Isorhapontigenin	42	Fe_88J1
A0A0A1H7N8	17817-31-1	5284649	42	UGT88J1	UGT88J1	6,7,4'-Trihydroxyisoflavone	75	Fe_88J1
A0A0A1H7N8	487-52-5	5281222	42	UGT88J1	UGT88J1	Butein	26	Fe_88J1
A0A0A1H7N8	20575-57-9	5280448	42	UGT88J1	UGT88J1	Calycosin	66	Fe_88J1
A0A0A1H7N8	480-11-5	5320315	42	UGT88J1	UGT88J1	Oroxylin A	55	Fe_88J1
A0A0A1H7N8	104594-70-9	5281787	42	UGT88J1	UGT88J1	Caffeic Acid Phenethyl Ester	33	Fe_88J1
A0A0A1H7N8	2957-21-3	73571	42	UGT88J1	UGT88J1	Sakuranetin	13	Fe_88J1
A0A0A1H7N8	552-58-9	440735	42	UGT88J1	UGT88J1	Eriodictyol	16	Fe_88J1
A0A0A1H7N8	480-20-6	122850	42	UGT88J1	UGT88J1	Aromadendrin	27	Fe_88J1
A0A0A1H7N8	1447-88-7	5281628	42	UGT88J1	UGT88J1	Hispidulin	100	Fe_88J1
A0A0A1H7N8	548-77-6	5281811	42	UGT88J1	UGT88J1	Tectorigenin	55	Fe_88J1
A0A0A1H7N8	37308-75-1	6293081	42	UGT88J1	UGT88J1	Flavokawain C	86	Fe_88J1
A0A0A1H7N8	500-38-9	4534	42	UGT88J1	UGT88J1	Nordihydroguaiaretic acid	38	Fe_88J1
A0A0A1H7N8	102036-29-3	13846689	42	UGT88J1	UGT88J1	Protosappanin B	0	Fe_88J1
A0A0A1H7N8	108853-14-1	176096	42	UGT88J1	UGT88J1	Dendrophenol	2	Fe_88J1
A0A0A1H7N8	520-11-6	5317284	42	UGT88J1	UGT88J1	6-Methoxyluteolin	75	Fe_88J1
A0A0A1H7N8	41060-15-5	5320053	42	UGT88J1	UGT88J1	Neobavaisoflavone	95	Fe_88J1
A0A0A1H7N8	19879-32-4	5321775	42	UGT88J1	UGT88J1	Bavachin	96	Fe_88J1
A0A0A1H7N8	67979-25-3	155011	42	UGT88J1	UGT88J1	Aurantio-obtusin	7	Fe_88J1
A0A0A1H7N8	18085-97-7	5379096	42	UGT88J1	UGT88J1	Jaceosidin	97	Fe_88J1
A0A0A1H7N8	906-33-2	5280633	42	UGT88J1	UGT88J1	Neochlorogenic acid	0	Fe_88J1
A0A0A1H7N8	548-76-5	5464170	42	UGT88J1	UGT88J1	Irigenin	60	Fe_88J1
A0A0A1H7N8	27208-80-6	5281718	42	UGT88J1	UGT88J1	Polydatin	0	Fe_88J1
A0A0A1H7P3	500-65-2	5320954	43	UGT72B19	UGT72B19	Rhapontigenin	72	Fe_72B19
A0A0A1H7P3	446-72-0	5280961	43	UGT72B19	UGT72B19	Genistein	4	Fe_72B19
A0A0A1H7P3	520-36-5	5280443	43	UGT72B19	UGT72B19	Apigenin	16	Fe_72B19
A0A0A1H7P3	491-70-3	5280445	43	UGT72B19	UGT72B19	Luteolin	46	Fe_72B19
A0A0A1H7P3	4773-96-0	5281647	43	UGT72B19	UGT72B19	Mangiferin	0	Fe_72B19
A0A0A1H7P3	3681-93-4	5280441	43	UGT72B19	UGT72B19	Vitexin	0	Fe_72B19
A0A0A1H7P3	1126-61-0	70775	43	UGT72B19	UGT72B19	4-Allylpyrocatechol	29	Fe_72B19
A0A0A1H7P3	13677-79-7	83651	43	UGT72B19	UGT72B19	2,3,4-Trihydroxybenzoic acid	0	Fe_72B19
A0A0A1H7P3	451-13-8	780	43	UGT72B19	UGT72B19	Homogentisic acid	100	Fe_72B19
A0A0A1H7P3	31721-94-5	5281343	43	UGT72B19	UGT72B19	5,7-Dihydroxychromone	20	Fe_72B19
A0A0A1H7P3	1983-81-9	54679630	43	UGT72B19	UGT72B19	4,7-DIHYDROXYCOUMARIN	6	Fe_72B19
A0A0A1H7P3	708-53-2	12820	43	UGT72B19	UGT72B19	2',3'-Dihydroxy-4'-methoxyacetophenone	42	Fe_72B19
A0A0A1H7P3	529-84-0	5319502	43	UGT72B19	UGT72B19	4-Methylesculetin	0	Fe_72B19
A0A0A1H7P3	2107-76-8	5354284	43	UGT72B19	UGT72B19	4-Methyllimetol	85	Fe_72B19
A0A0A1H7P3	3843-74-1	689075	43	UGT72B19	UGT72B19	Methyl caffeate acid	93	Fe_72B19
A0A0A1H7P3	4707-47-5	238398	43	UGT72B19	UGT72B19	Atraric acid	31	Fe_72B19
A0A0A1H7P3	69039-02-7	155240	43	UGT72B19	UGT72B19	Hydroxytyrosol Acetate	57	Fe_72B19
A0A0A1H7P3	121-79-9	4947	43	UGT72B19	UGT72B19	Propyl gallate	95	Fe_72B19
A0A0A1H7P3	606-12-2	220295	43	UGT72B19	UGT72B19	2,4'-Dihydroxybenzophenone	17	Fe_72B19
A0A0A1H7P3	531-95-3	91469	43	UGT72B19	UGT72B19	Equol	1	Fe_72B19
A0A0A1H7P3	33626-08-3	6255462	43	UGT72B19	UGT72B19	4'-Methoxyresveratrol	97	Fe_72B19
A0A0A1H7P3	86361-55-9	45382232	43	UGT72B19	UGT72B19	Gnetol	40	Fe_72B19
A0A0A1H7P3	842-01-3	5413034	43	UGT72B19	UGT72B19	7,8-Dihydroxy-4-phenylcoumarin	8	Fe_72B19
A0A0A1H7P3	7758-73-8	5398649	43	UGT72B19	UGT72B19	5,7-Dihydroxy-4-phenylcoumarin	5	Fe_72B19
A0A0A1H7P3	32507-66-7	5318650	43	UGT72B19	UGT72B19	Isorhapontigenin	19	Fe_72B19
A0A0A1H7P3	17817-31-1	5284649	43	UGT72B19	UGT72B19	6,7,4'-Trihydroxyisoflavone	2	Fe_72B19
A0A0A1H7P3	487-52-5	5281222	43	UGT72B19	UGT72B19	Butein	76	Fe_72B19
A0A0A1H7P3	20575-57-9	5280448	43	UGT72B19	UGT72B19	Calycosin	6	Fe_72B19
A0A0A1H7P3	480-11-5	5320315	43	UGT72B19	UGT72B19	Oroxylin A	20	Fe_72B19
A0A0A1H7P3	104594-70-9	5281787	43	UGT72B19	UGT72B19	Caffeic Acid Phenethyl Ester	98	Fe_72B19
A0A0A1H7P3	2957-21-3	73571	43	UGT72B19	UGT72B19	Sakuranetin	3	Fe_72B19
A0A0A1H7P3	552-58-9	440735	43	UGT72B19	UGT72B19	Eriodictyol	38	Fe_72B19
A0A0A1H7P3	480-20-6	122850	43	UGT72B19	UGT72B19	Aromadendrin	0	Fe_72B19
A0A0A1H7P3	1447-88-7	5281628	43	UGT72B19	UGT72B19	Hispidulin	53	Fe_72B19
A0A0A1H7P3	548-77-6	5281811	43	UGT72B19	UGT72B19	Tectorigenin	2	Fe_72B19
A0A0A1H7P3	37308-75-1	6293081	43	UGT72B19	UGT72B19	Flavokawain C	19	Fe_72B19
A0A0A1H7P3	500-38-9	4534	43	UGT72B19	UGT72B19	Nordihydroguaiaretic acid	30	Fe_72B19
A0A0A1H7P3	102036-29-3	13846689	43	UGT72B19	UGT72B19	Protosappanin B	0	Fe_72B19
A0A0A1H7P3	108853-14-1	176096	43	UGT72B19	UGT72B19	Dendrophenol	10	Fe_72B19
A0A0A1H7P3	520-11-6	5317284	43	UGT72B19	UGT72B19	6-Methoxyluteolin	43	Fe_72B19
A0A0A1H7P3	41060-15-5	5320053	43	UGT72B19	UGT72B19	Neobavaisoflavone	12	Fe_72B19
A0A0A1H7P3	19879-32-4	5321775	43	UGT72B19	UGT72B19	Bavachin	25	Fe_72B19
A0A0A1H7P3	67979-25-3	155011	43	UGT72B19	UGT72B19	Aurantio-obtusin	30	Fe_72B19
A0A0A1H7P3	18085-97-7	5379096	43	UGT72B19	UGT72B19	Jaceosidin	32	Fe_72B19
A0A0A1H7P3	906-33-2	5280633	43	UGT72B19	UGT72B19	Neochlorogenic acid	0	Fe_72B19
A0A0A1H7P3	548-76-5	5464170	43	UGT72B19	UGT72B19	Irigenin	7	Fe_72B19
A0A0A1H7P3	27208-80-6	5281718	43	UGT72B19	UGT72B19	Polydatin	0	Fe_72B19
A7M6I2	500-65-2	5320954	46	UGT71F5	UGT71F5	Rhapontigenin	45	Dc_71F5
A7M6I2	446-72-0	5280961	46	UGT71F5	UGT71F5	Genistein	30	Dc_71F5
A7M6I2	520-36-5	5280443	46	UGT71F5	UGT71F5	Apigenin	88	Dc_71F5
A7M6I2	491-70-3	5280445	46	UGT71F5	UGT71F5	Luteolin	47	Dc_71F5
A7M6I2	4773-96-0	5281647	46	UGT71F5	UGT71F5	Mangiferin	0	Dc_71F5
A7M6I2	3681-93-4	5280441	46	UGT71F5	UGT71F5	Vitexin	16	Dc_71F5
A7M6I2	1126-61-0	70775	46	UGT71F5	UGT71F5	4-Allylpyrocatechol	75	Dc_71F5
A7M6I2	13677-79-7	83651	46	UGT71F5	UGT71F5	2,3,4-Trihydroxybenzoic acid	0	Dc_71F5
A7M6I2	451-13-8	780	46	UGT71F5	UGT71F5	Homogentisic acid	0	Dc_71F5
A7M6I2	31721-94-5	5281343	46	UGT71F5	UGT71F5	5,7-Dihydroxychromone	39	Dc_71F5
A7M6I2	1983-81-9	54679630	46	UGT71F5	UGT71F5	4,7-DIHYDROXYCOUMARIN	0	Dc_71F5
A7M6I2	708-53-2	12820	46	UGT71F5	UGT71F5	2',3'-Dihydroxy-4'-methoxyacetophenone	54	Dc_71F5
A7M6I2	529-84-0	5319502	46	UGT71F5	UGT71F5	4-Methylesculetin	66	Dc_71F5
A7M6I2	2107-76-8	5354284	46	UGT71F5	UGT71F5	4-Methyllimetol	66	Dc_71F5
A7M6I2	3843-74-1	689075	46	UGT71F5	UGT71F5	Methyl caffeate acid	77	Dc_71F5
A7M6I2	4707-47-5	238398	46	UGT71F5	UGT71F5	Atraric acid	43	Dc_71F5
A7M6I2	69039-02-7	155240	46	UGT71F5	UGT71F5	Hydroxytyrosol Acetate	75	Dc_71F5
A7M6I2	121-79-9	4947	46	UGT71F5	UGT71F5	Propyl gallate	89	Dc_71F5
A7M6I2	606-12-2	220295	46	UGT71F5	UGT71F5	2,4'-Dihydroxybenzophenone	69	Dc_71F5
A7M6I2	531-95-3	91469	46	UGT71F5	UGT71F5	Equol	23	Dc_71F5
A7M6I2	33626-08-3	6255462	46	UGT71F5	UGT71F5	4'-Methoxyresveratrol	50	Dc_71F5
A7M6I2	86361-55-9	45382232	46	UGT71F5	UGT71F5	Gnetol	35	Dc_71F5
A7M6I2	842-01-3	5413034	46	UGT71F5	UGT71F5	7,8-Dihydroxy-4-phenylcoumarin	9	Dc_71F5
A7M6I2	7758-73-8	5398649	46	UGT71F5	UGT71F5	5,7-Dihydroxy-4-phenylcoumarin	91	Dc_71F5
A7M6I2	32507-66-7	5318650	46	UGT71F5	UGT71F5	Isorhapontigenin	49	Dc_71F5
A7M6I2	17817-31-1	5284649	46	UGT71F5	UGT71F5	6,7,4'-Trihydroxyisoflavone	24	Dc_71F5
A7M6I2	487-52-5	5281222	46	UGT71F5	UGT71F5	Butein	100	Dc_71F5
A7M6I2	20575-57-9	5280448	46	UGT71F5	UGT71F5	Calycosin	19	Dc_71F5
A7M6I2	480-11-5	5320315	46	UGT71F5	UGT71F5	Oroxylin A	67	Dc_71F5
A7M6I2	104594-70-9	5281787	46	UGT71F5	UGT71F5	Caffeic Acid Phenethyl Ester	41	Dc_71F5
A7M6I2	2957-21-3	73571	46	UGT71F5	UGT71F5	Sakuranetin	7	Dc_71F5
A7M6I2	552-58-9	440735	46	UGT71F5	UGT71F5	Eriodictyol	78	Dc_71F5
A7M6I2	480-20-6	122850	46	UGT71F5	UGT71F5	Aromadendrin	61	Dc_71F5
A7M6I2	1447-88-7	5281628	46	UGT71F5	UGT71F5	Hispidulin	91	Dc_71F5
A7M6I2	548-77-6	5281811	46	UGT71F5	UGT71F5	Tectorigenin	50	Dc_71F5
A7M6I2	37308-75-1	6293081	46	UGT71F5	UGT71F5	Flavokawain C	48	Dc_71F5
A7M6I2	500-38-9	4534	46	UGT71F5	UGT71F5	Nordihydroguaiaretic acid	89	Dc_71F5
A7M6I2	102036-29-3	13846689	46	UGT71F5	UGT71F5	Protosappanin B	0	Dc_71F5
A7M6I2	108853-14-1	176096	46	UGT71F5	UGT71F5	Dendrophenol	55	Dc_71F5
A7M6I2	520-11-6	5317284	46	UGT71F5	UGT71F5	6-Methoxyluteolin	51	Dc_71F5
A7M6I2	41060-15-5	5320053	46	UGT71F5	UGT71F5	Neobavaisoflavone	68	Dc_71F5
A7M6I2	19879-32-4	5321775	46	UGT71F5	UGT71F5	Bavachin	79	Dc_71F5
A7M6I2	67979-25-3	155011	46	UGT71F5	UGT71F5	Aurantio-obtusin	34	Dc_71F5
A7M6I2	18085-97-7	5379096	46	UGT71F5	UGT71F5	Jaceosidin	77	Dc_71F5
A7M6I2	906-33-2	5280633	46	UGT71F5	UGT71F5	Neochlorogenic acid	0	Dc_71F5
A7M6I2	548-76-5	5464170	46	UGT71F5	UGT71F5	Irigenin	76	Dc_71F5
A7M6I2	27208-80-6	5281718	46	UGT71F5	UGT71F5	Polydatin	3	Dc_71F5
A0A1P8C3B1	500-65-2	5320954	47	UGT71E5	UGT71E5	Rhapontigenin	93	Ct_71E5
A0A1P8C3B1	446-72-0	5280961	47	UGT71E5	UGT71E5	Genistein	56	Ct_71E5
A0A1P8C3B1	520-36-5	5280443	47	UGT71E5	UGT71E5	Apigenin	93	Ct_71E5
A0A1P8C3B1	491-70-3	5280445	47	UGT71E5	UGT71E5	Luteolin	92	Ct_71E5
A0A1P8C3B1	4773-96-0	5281647	47	UGT71E5	UGT71E5	Mangiferin	0	Ct_71E5
A0A1P8C3B1	3681-93-4	5280441	47	UGT71E5	UGT71E5	Vitexin	46	Ct_71E5
A0A1P8C3B1	1126-61-0	70775	47	UGT71E5	UGT71E5	4-Allylpyrocatechol	73	Ct_71E5
A0A1P8C3B1	13677-79-7	83651	47	UGT71E5	UGT71E5	2,3,4-Trihydroxybenzoic acid	0	Ct_71E5
A0A1P8C3B1	451-13-8	780	47	UGT71E5	UGT71E5	Homogentisic acid	0	Ct_71E5
A0A1P8C3B1	31721-94-5	5281343	47	UGT71E5	UGT71E5	5,7-Dihydroxychromone	54	Ct_71E5
A0A1P8C3B1	1983-81-9	54679630	47	UGT71E5	UGT71E5	4,7-DIHYDROXYCOUMARIN	39	Ct_71E5
A0A1P8C3B1	708-53-2	12820	47	UGT71E5	UGT71E5	2',3'-Dihydroxy-4'-methoxyacetophenone	59	Ct_71E5
A0A1P8C3B1	529-84-0	5319502	47	UGT71E5	UGT71E5	4-Methylesculetin	94	Ct_71E5
A0A1P8C3B1	2107-76-8	5354284	47	UGT71E5	UGT71E5	4-Methyllimetol	97	Ct_71E5
A0A1P8C3B1	3843-74-1	689075	47	UGT71E5	UGT71E5	Methyl caffeate acid	91	Ct_71E5
A0A1P8C3B1	4707-47-5	238398	47	UGT71E5	UGT71E5	Atraric acid	90	Ct_71E5
A0A1P8C3B1	69039-02-7	155240	47	UGT71E5	UGT71E5	Hydroxytyrosol Acetate	87	Ct_71E5
A0A1P8C3B1	121-79-9	4947	47	UGT71E5	UGT71E5	Propyl gallate	87	Ct_71E5
A0A1P8C3B1	606-12-2	220295	47	UGT71E5	UGT71E5	2,4'-Dihydroxybenzophenone	72	Ct_71E5
A0A1P8C3B1	531-95-3	91469	47	UGT71E5	UGT71E5	Equol	78	Ct_71E5
A0A1P8C3B1	33626-08-3	6255462	47	UGT71E5	UGT71E5	4'-Methoxyresveratrol	98	Ct_71E5
A0A1P8C3B1	86361-55-9	45382232	47	UGT71E5	UGT71E5	Gnetol	93	Ct_71E5
A0A1P8C3B1	842-01-3	5413034	47	UGT71E5	UGT71E5	7,8-Dihydroxy-4-phenylcoumarin	85	Ct_71E5
A0A1P8C3B1	7758-73-8	5398649	47	UGT71E5	UGT71E5	5,7-Dihydroxy-4-phenylcoumarin	100	Ct_71E5
A0A1P8C3B1	32507-66-7	5318650	47	UGT71E5	UGT71E5	Isorhapontigenin	97	Ct_71E5
A0A1P8C3B1	17817-31-1	5284649	47	UGT71E5	UGT71E5	6,7,4'-Trihydroxyisoflavone	87	Ct_71E5
A0A1P8C3B1	487-52-5	5281222	47	UGT71E5	UGT71E5	Butein	100	Ct_71E5
A0A1P8C3B1	20575-57-9	5280448	47	UGT71E5	UGT71E5	Calycosin	70	Ct_71E5
A0A1P8C3B1	480-11-5	5320315	47	UGT71E5	UGT71E5	Oroxylin A	69	Ct_71E5
A0A1P8C3B1	104594-70-9	5281787	47	UGT71E5	UGT71E5	Caffeic Acid Phenethyl Ester	100	Ct_71E5
A0A1P8C3B1	2957-21-3	73571	47	UGT71E5	UGT71E5	Sakuranetin	100	Ct_71E5
A0A1P8C3B1	552-58-9	440735	47	UGT71E5	UGT71E5	Eriodictyol	89	Ct_71E5
A0A1P8C3B1	480-20-6	122850	47	UGT71E5	UGT71E5	Aromadendrin	89	Ct_71E5
A0A1P8C3B1	1447-88-7	5281628	47	UGT71E5	UGT71E5	Hispidulin	100	Ct_71E5
A0A1P8C3B1	548-77-6	5281811	47	UGT71E5	UGT71E5	Tectorigenin	50	Ct_71E5
A0A1P8C3B1	37308-75-1	6293081	47	UGT71E5	UGT71E5	Flavokawain C	85	Ct_71E5
A0A1P8C3B1	500-38-9	4534	47	UGT71E5	UGT71E5	Nordihydroguaiaretic acid	100	Ct_71E5
A0A1P8C3B1	102036-29-3	13846689	47	UGT71E5	UGT71E5	Protosappanin B	0	Ct_71E5
A0A1P8C3B1	108853-14-1	176096	47	UGT71E5	UGT71E5	Dendrophenol	79	Ct_71E5
A0A1P8C3B1	520-11-6	5317284	47	UGT71E5	UGT71E5	6-Methoxyluteolin	91	Ct_71E5
A0A1P8C3B1	41060-15-5	5320053	47	UGT71E5	UGT71E5	Neobavaisoflavone	94	Ct_71E5
A0A1P8C3B1	19879-32-4	5321775	47	UGT71E5	UGT71E5	Bavachin	100	Ct_71E5
A0A1P8C3B1	67979-25-3	155011	47	UGT71E5	UGT71E5	Aurantio-obtusin	39	Ct_71E5
A0A1P8C3B1	18085-97-7	5379096	47	UGT71E5	UGT71E5	Jaceosidin	95	Ct_71E5
A0A1P8C3B1	906-33-2	5280633	47	UGT71E5	UGT71E5	Neochlorogenic acid	0	Ct_71E5
A0A1P8C3B1	548-76-5	5464170	47	UGT71E5	UGT71E5	Irigenin	87	Ct_71E5
A0A1P8C3B1	27208-80-6	5281718	47	UGT71E5	UGT71E5	Polydatin	0	Ct_71E5
O82383	500-65-2	5320954	50	UGT71D1	UGT71D1	Rhapontigenin	95	At_71D1
O82383	446-72-0	5280961	50	UGT71D1	UGT71D1	Genistein	20	At_71D1
O82383	520-36-5	5280443	50	UGT71D1	UGT71D1	Apigenin	47	At_71D1
O82383	491-70-3	5280445	50	UGT71D1	UGT71D1	Luteolin	77	At_71D1
O82383	4773-96-0	5281647	50	UGT71D1	UGT71D1	Mangiferin	0	At_71D1
O82383	3681-93-4	5280441	50	UGT71D1	UGT71D1	Vitexin	0	At_71D1
O82383	1126-61-0	70775	50	UGT71D1	UGT71D1	4-Allylpyrocatechol	75	At_71D1
O82383	13677-79-7	83651	50	UGT71D1	UGT71D1	2,3,4-Trihydroxybenzoic acid	0	At_71D1
O82383	451-13-8	780	50	UGT71D1	UGT71D1	Homogentisic acid	0	At_71D1
O82383	31721-94-5	5281343	50	UGT71D1	UGT71D1	5,7-Dihydroxychromone	10	At_71D1
O82383	1983-81-9	54679630	50	UGT71D1	UGT71D1	4,7-DIHYDROXYCOUMARIN	0	At_71D1
O82383	708-53-2	12820	50	UGT71D1	UGT71D1	2',3'-Dihydroxy-4'-methoxyacetophenone	59	At_71D1
O82383	529-84-0	5319502	50	UGT71D1	UGT71D1	4-Methylesculetin	82	At_71D1
O82383	2107-76-8	5354284	50	UGT71D1	UGT71D1	4-Methyllimetol	94	At_71D1
O82383	3843-74-1	689075	50	UGT71D1	UGT71D1	Methyl caffeate acid	98	At_71D1
O82383	4707-47-5	238398	50	UGT71D1	UGT71D1	Atraric acid	0	At_71D1
O82383	69039-02-7	155240	50	UGT71D1	UGT71D1	Hydroxytyrosol Acetate	99	At_71D1
O82383	121-79-9	4947	50	UGT71D1	UGT71D1	Propyl gallate	95	At_71D1
O82383	606-12-2	220295	50	UGT71D1	UGT71D1	2,4'-Dihydroxybenzophenone	71	At_71D1
O82383	531-95-3	91469	50	UGT71D1	UGT71D1	Equol	4	At_71D1
O82383	33626-08-3	6255462	50	UGT71D1	UGT71D1	4'-Methoxyresveratrol	91	At_71D1
O82383	86361-55-9	45382232	50	UGT71D1	UGT71D1	Gnetol	67	At_71D1
O82383	842-01-3	5413034	50	UGT71D1	UGT71D1	7,8-Dihydroxy-4-phenylcoumarin	0	At_71D1
O82383	7758-73-8	5398649	50	UGT71D1	UGT71D1	5,7-Dihydroxy-4-phenylcoumarin	19	At_71D1
O82383	32507-66-7	5318650	50	UGT71D1	UGT71D1	Isorhapontigenin	80	At_71D1
O82383	17817-31-1	5284649	50	UGT71D1	UGT71D1	6,7,4'-Trihydroxyisoflavone	0	At_71D1
O82383	487-52-5	5281222	50	UGT71D1	UGT71D1	Butein	83	At_71D1
O82383	20575-57-9	5280448	50	UGT71D1	UGT71D1	Calycosin	85	At_71D1
O82383	480-11-5	5320315	50	UGT71D1	UGT71D1	Oroxylin A	59	At_71D1
O82383	104594-70-9	5281787	50	UGT71D1	UGT71D1	Caffeic Acid Phenethyl Ester	40	At_71D1
O82383	2957-21-3	73571	50	UGT71D1	UGT71D1	Sakuranetin	22	At_71D1
O82383	552-58-9	440735	50	UGT71D1	UGT71D1	Eriodictyol	65	At_71D1
O82383	480-20-6	122850	50	UGT71D1	UGT71D1	Aromadendrin	16	At_71D1
O82383	1447-88-7	5281628	50	UGT71D1	UGT71D1	Hispidulin	79	At_71D1
O82383	548-77-6	5281811	50	UGT71D1	UGT71D1	Tectorigenin	5	At_71D1
O82383	37308-75-1	6293081	50	UGT71D1	UGT71D1	Flavokawain C	13	At_71D1
O82383	500-38-9	4534	50	UGT71D1	UGT71D1	Nordihydroguaiaretic acid	44	At_71D1
O82383	102036-29-3	13846689	50	UGT71D1	UGT71D1	Protosappanin B	0	At_71D1
O82383	108853-14-1	176096	50	UGT71D1	UGT71D1	Dendrophenol	14	At_71D1
O82383	520-11-6	5317284	50	UGT71D1	UGT71D1	6-Methoxyluteolin	72	At_71D1
O82383	41060-15-5	5320053	50	UGT71D1	UGT71D1	Neobavaisoflavone	61	At_71D1
