enzyme	cid
AXL95238.1 UDP-glycosyltransferase [Andrographis paniculata]	50591
AXL95239.1 UDP-glycosyltransferase [Andrographis paniculata]	50591
AXL95240.1 UDP-glycosyltransferase [Andrographis paniculata]	50591
AXL95241.1 UDP-glycosyltransferase [Andrographis paniculata]	50591
AXL95242.1 UDP-glycosyltransferase [Andrographis paniculata]	50591
AXL95243.1 UDP-glycosyltransferase [Andrographis paniculata]	50591
AXL95244.1 UDP-glycosyltransferase [Andrographis paniculata]	50591
AXL95245.1 UDP-glycosyltransferase [Andrographis paniculata]	50591
AXL95246.1 UDP-glycosyltransferase [Andrographis paniculata]	50591
AXL95247.1 UDP-glycosyltransferase [Andrographis paniculata]	50591
AXL95248.1 UDP-glycosyltransferase [Andrographis paniculata]	50591
AXL95249.1 UDP-glycosyltransferase [Andrographis paniculata]	50591
AXL95250.1 UDP-glycosyltransferase [Andrographis paniculata]	50591
AXM42902.1 anthocyanidin 5,3-O-glucosyltransferase-like protein, partial [Triticum aestivum]	50591
AXM43885.1 aurone glycosyltransferase [Ornithogalum saundersiae]	50591
AXN28000.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AXN40890.1 glycosyl transferase family 1 [Peribacillus butanolivorans]	50591
AXN44288.1 hypothetical protein MM1218R_02350 [Mycobacterium marinum]	50591
AXN49658.1 hypothetical protein CCUG20998_02251 [Mycobacterium marinum]	50591
AXO15689.1 glycosyltransferase [Thalassospira indica]	50591
AXO27488.1 Rhamnosyltransferase chain B [Pseudomonas aeruginosa]	50591
AXO34495.1 glycosyl transferase [Micromonospora sp. B006]	50591
AXO35354.1 hypothetical protein MicB006_3073 [Micromonospora sp. B006]	50591
AXO92776.1 glycosyl transferase [Bacillus anthracis]	50591
AXO93311.1 UDP-glucosyltransferase [Bacillus anthracis]	50591
AXO93445.1 glycosyl transferase family 1 [Bacillus anthracis]	50591
AXO98138.1 glycosyl transferase [Bacillus anthracis]	50591
AXO98681.1 UDP-glucosyltransferase [Bacillus anthracis]	50591
AXP47265.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AXP47911.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AXP48638.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
AXQ29250.1 glycosyltransferase [Solimonas sp. K1W22B-7]	50591
AXQ39827.1 UDP glycosyltransferase [Panax ginseng]	50591
AXQ57308.1 glycosyl transferase [Streptomyces koyangensis]	50591
AXQ58707.1 glycosyltransferase [Streptomyces koyangensis]	50591
AXQ79193.1 glycosyl transferase [Streptococcus chenjunshii]	50591
AXQ86570.1 Elloramycin glycosyltransferase ElmGT (plasmid) [Escherichia coli]	50591
AXR10098.1 glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
AXR16522.1 glycosyl transferase [Bacillus sp. CR71]	50591
AXR17223.1 UDP-glucosyltransferase [Bacillus sp. CR71]	50591
AXR17389.1 glycosyl transferase family 1 [Bacillus sp. CR71]	50591
AXR22255.1 glycosyl transferase [Bacillus sp. E25]	50591
AXR22945.1 UDP-glucosyltransferase [Bacillus sp. E25]	50591
AXR23120.1 glycosyl transferase family 1 [Bacillus sp. E25]	50591
AXR27710.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AXR98112.1 egt [Helicoverpa assulta nucleopolyhedrovirus]	50591
AXS59734.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
AXS60357.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
AXS61018.1 glycosyl transferase family 1 [Bacillus velezensis]	50591
AXS67788.1 egt [Cryptophlebia peltastica nucleopolyhedrovirus]	50591
AXS70115.1 O-mycaminosyltylonolide 6-deoxyallosyltransferase [Pseudomonas aeruginosa]	50591
AXS75258.1 UDP-glycosyltransferase 73F17 [Glycyrrhiza uralensis]	50591
AXS76093.1 17-hydroxygeranyllinalool diterpene glycoside UDP-rhamnosyltransferase [Nicotiana obtusifolia]	50591
AXS88471.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AXS97298.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AXT03790.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AXT10278.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AXT11414.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
AXT12024.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
AXT12695.1 glycosyl transferase family 1 [Bacillus velezensis]	50591
AXU12082.1 macrolide-inactivating glycosyltransferase [Streptomyces clavuligerus]	50591
AXU16175.1 glycosyl transferase [Streptomyces clavuligerus]	50591
AXU41563.1 EGT [Mythimna unipuncta nucleopolyhedrovirus]	50591
AXU41625.1 EGT [Spodoptera eridania nucleopolyhedrovirus]	50591
AXU47674.1 glycosyltransferase [Clostridioides difficile]	50591
AXU51328.1 glycosyltransferase [Clostridioides difficile]	50591
AXU54951.1 glycosyltransferase [Clostridioides difficile]	50591
AXU58558.1 glycosyltransferase [Clostridioides difficile]	50591
AXU62194.1 glycosyltransferase [Clostridioides difficile]	50591
AXU69542.1 glycosyltransferase [Clostridioides difficile]	50591
AXU73158.1 glycosyltransferase [Clostridioides difficile]	50591
AXU76937.1 glycosyltransferase [Clostridioides difficile]	50591
AXU84274.1 glycosyltransferase [Clostridioides difficile]	50591
AXU88063.1 glycosyltransferase [Clostridioides difficile]	50591
AXU91674.1 glycosyltransferase [Clostridioides difficile]	50591
AXU98426.1 UDP-galactose:cyanidin 3-O-galactosyltransferase 1 [Apium graveolens]	50591
AXV28941.1 N-glycosyltransferase [Aeromonas hydrophila]	50591
AXV33327.1 N-glycosyltransferase [Aeromonas hydrophila]	50591
AXV60390.1 UDP-glucosyltransferase [Bacillus subtilis]	50591
AXV60975.1 UDP-glucosyltransferase [Bacillus subtilis]	50591
AXV61663.1 glycosyl transferase family 1 [Bacillus subtilis]	50591
AXW94391.1 glycosyltransferase [Cronobacter sakazakii]	50591
AXX03453.1 glycosyltransferase [Cronobacter sakazakii]	50591
AXX21067.1 N-glycosyltransferase [Serratia marcescens]	50591
AXX26101.1 N-glycosyltransferase [Serratia marcescens]	50591
AXY09564.1 glycosyl transferase family 1 [Bacillus thuringiensis LM1212]	50591
AXY09721.1 UDP-glucosyltransferase [Bacillus thuringiensis LM1212]	50591
AXY10282.1 glycosyl transferase [Bacillus thuringiensis LM1212]	50591
AXY36780.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
AXY38065.1 glycosyl transferase family 1 [Bacillus velezensis]	50591
AXY39920.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
AXY69276.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
AXY69840.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
AXY70522.1 glycosyl transferase family 1 [Bacillus velezensis]	50591
AXY74567.1 hypothetical protein D3H65_11510 [Paraflavitalea soli]	50591
AXZ78698.1 salmochelin biosynthesis C-glycosyltransferase IroB (plasmid) [Escherichia coli]	50591
AXZ93689.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AYA16111.1 macrolide-inactivating glycosyltransferase [Streptomyces fradiae]	50591
AYA18801.1 glycosyl transferase [Streptomyces fradiae]	50591
AYA22038.1 UFGT6 [Fagopyrum tataricum]	50591
AYA22039.1 UFGT7 [Fagopyrum tataricum]	50591
AYA22040.1 UFGT8 [Fagopyrum tataricum]	50591
AYA22041.1 UFGT9 [Fagopyrum tataricum]	50591
AYA22042.1 UFGT15 [Fagopyrum tataricum]	50591
AYA22043.1 UFGT40 [Fagopyrum tataricum]	50591
AYA22044.1 UFGT41 [Fagopyrum tataricum]	50591
AYA60330.1 oleanolic acid glucuronosyltransferase 1, partial [Panax zingiberensis]	50591
AYA60331.1 oleanolic acid glucuronosyltransferase 2, partial [Panax zingiberensis]	50591
AYA60332.1 oleanolic acid glucuronosyltransferase 3 [Panax zingiberensis]	50591
AYA60333.1 oleanolic acid glucuronosyltransferase, partial [Panax japonicus var. bipinnatifidus]	50591
AYA81828.1 N-glycosyltransferase [Streptomyces sp. IMB 3-202]	50591
AYB32249.1 hypothetical protein D4L85_17460 [Chryseolinea soli]	50591
AYB37338.1 glycosyl transferase [Brevibacillus laterosporus]	50591
AYB38258.1 glycosyl transferase family 1 [Brevibacillus laterosporus]	50591
AYB39932.1 glycosyl transferase [Brevibacillus laterosporus]	50591
AYC17740.1 4'-demethylrebeccamycin synthase [Dickeya dianthicola]	50591
AYC35243.1 steroid glycosyltransferase [Calotropis gigantea]	50591
AYC35244.1 steroid glycosyltransferase [Catharanthus roseus]	50591
AYC35394.1 UDP-glucose: flavonoid 3-O-glucosyltransferase [Vaccinium corymbosum]	50591
AYC36186.1 Aclacinomycin-T 2-deoxy-L-fucose transferase [Streptomyces griseorubiginosus]	50591
AYC37768.1 Oleandomycin glycosyltransferase [Streptomyces griseorubiginosus]	50591
AYC50482.1 UDP-glucosyltransferase [Bacillus licheniformis]	50591
AYC51561.1 UDP-glucosyltransferase [Bacillus licheniformis]	50591
AYC63264.1 UDP-glycosyltransferase 50D2 [Holotrichia parallela]	50591
AYC63475.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63476.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63477.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63478.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63479.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63480.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63481.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63482.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63483.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63484.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63485.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63486.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63487.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63488.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63489.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63490.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63491.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63492.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC63493.1 UDP-glycosyltransferase [Scoparia dulcis]	50591
AYC94947.1 glucosyltransferase [Clostridioides difficile]	50591
AYC98669.1 glucosyltransferase [Clostridioides difficile]	50591
AYD08052.1 glucosyltransferase [Clostridioides difficile]	50591
AYD09395.1 glucosyltransferase [Clostridioides difficile]	50591
AYD15388.1 glucosyltransferase [Clostridioides difficile]	50591
AYD19031.1 glucosyltransferase [Clostridioides difficile]	50591
AYD22687.1 glucosyltransferase [Clostridioides difficile]	50591
AYD26300.1 glucosyltransferase [Clostridioides difficile]	50591
AYD60220.1 UDP-glucose flavonoid 3-O-glucosyltransferase 2, partial [Dendrobium officinale]	50591
AYE39534.1 UDP-glycose:flavonoid glycosyltransferase [Dioscorea alata]	50591
AYE50448.1 UDP-glucosyltransferase [Bacillus megaterium NCT-2]	50591
AYE52077.1 glycosyl transferase family 1 [Bacillus megaterium NCT-2]	50591
AYE63189.1 UDP-glucosyltransferase [Bacillus subtilis]	50591
AYE63824.1 UDP-glucosyltransferase [Bacillus subtilis]	50591
AYE64543.1 glycosyl transferase family 1 [Bacillus subtilis]	50591
AYF06111.1 glycosyl transferase [Bacillus mobilis]	50591
AYF06729.1 UDP-glucosyltransferase [Bacillus mobilis]	50591
AYF06867.1 glycosyl transferase family 1 [Bacillus mobilis]	50591
AYF07158.1 glycosyl transferase [Bacillus mobilis]	50591
AYF10109.1 UDP-glucosyltransferase [Bacillus subtilis]	50591
AYF10727.1 UDP-glucosyltransferase [Bacillus subtilis]	50591
AYF11603.1 glycosyl transferase family 1 [Bacillus subtilis]	50591
AYF27628.1 glycosyl transferase [Micromonospora tulbaghiae]	50591
AYF57893.1 ginsenoside compound K glucosyltransferase [Panax ginseng]	50591
AYF73835.1 glycosyltransferase [Nocardia yunnanensis]	50591
AYF79901.1 glycosyl transferase [Bacillus thuringiensis]	50591
AYF84325.1 UDP-glucosyltransferase [Bacillus thuringiensis]	50591
AYF85379.1 glycosyl transferase (plasmid) [Bacillus thuringiensis]	50591
AYF94584.1 glycosyltransferase [Streptococcus koreensis]	50591
AYF96849.1 glycosyltransferase [Protaetiibacter intestinalis]	50591
AYF98150.1 glycosyltransferase [Protaetiibacter intestinalis]	50591
AYG07693.1 glycosyltransferase [Pseudomonas fluorescens]	50591
AYH00403.1 N-glycosyltransferase [Pectobacterium parmentieri]	50591
AYH04849.1 N-glycosyltransferase [Pectobacterium parmentieri]	50591
AYH12540.1 N-glycosyltransferase [Pectobacterium parmentieri]	50591
AYH13669.1 N-glycosyltransferase [Pectobacterium parmentieri]	50591
AYH21372.1 N-glycosyltransferase [Pectobacterium parmentieri]	50591
AYH22373.1 N-glycosyltransferase [Pectobacterium parmentieri]	50591
AYH26640.1 N-glycosyltransferase [Pectobacterium parmentieri]	50591
AYH31089.1 N-glycosyltransferase [Pectobacterium parmentieri]	50591
AYH38818.1 N-glycosyltransferase [Pectobacterium parmentieri]	50591
AYH50201.1 N-glycosyltransferase [Dickeya fangzhongdai]	50591
AYJ47749.1 UDP glycosyltransferase [Rhodococcus sp. P1Y]	50591
AYJ72754.1 UFGT6b [Actinidia chinensis]	50591
AYJ72756.1 UFGT3a [Actinidia chinensis]	50591
AYJ88680.1 UDP-glucosyltransferase [Bacillus safensis]	50591
AYK06556.1 glycosyl transferase [Brevibacillus laterosporus]	50591
AYK07994.1 glycosyl transferase family 1 [Brevibacillus laterosporus]	50591
AYK08825.1 glycosyl transferase [Brevibacillus laterosporus]	50591
AYK21989.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AYK55829.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK56554.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK57285.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
AYK61879.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK62496.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK63412.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
AYK66536.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK67215.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK67990.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
AYK69475.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK70181.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK70923.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
AYK73175.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK73873.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK74611.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
AYK78988.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK79616.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK80348.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
AYK81423.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK82051.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK84594.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
AYK85494.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
AYK86207.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK86830.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK89272.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
AYK91818.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYK92444.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYL00134.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYL00837.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AYL01581.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
AYL31084.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AYL38563.1 glycosyl transferase [Streptomyces fungicidicus]	50591
AYM24437.1 salmochelin biosynthesis C-glycosyltransferase IroB [Escherichia coli]	50591
AYN31166.1 glycosyl transferase [Streptomyces albus]	50591
AYN31251.1 macrolide-inactivating glycosyltransferase [Streptomyces albus]	50591
AYN31392.1 hypothetical protein DUI70_0889 [Streptomyces albus]	50591
AYN35494.1 glycosyl transferase [Streptomyces albus]	50591
AYN38792.1 macrolide-inactivating glycosyltransferase [Streptomyces sp. Z022]	50591
AYN44979.1 egt [Spodoptera exigua multiple nucleopolyhedrovirus]	50591
AYN73070.1 UGT85A59 [Eucalyptus cladocalyx]	50591
AYN74348.1 glucosyltransferase [Osmanthus fragrans]	50591
AYN74349.1 glucosyltransferase [Osmanthus fragrans]	50591
AYN74350.1 glucosyltransferase [Osmanthus fragrans]	50591
AYN74351.1 glucosyltransferase [Osmanthus fragrans]	50591
AYN83512.1 glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
AYN96558.1 hypothetical protein EAW52_22690 [Pseudomonas sp. LTJR-52]	50591
AYO40676.1 glycosyltransferase [Serratia sp. P2ACOL2]	50591
AYO44873.1 UDP-glycosyltransferase 84A2 [Malassezia restricta CBS 7877]	50591
AYO45013.1 Limonoid UDP-glucosyltransferase [Malassezia restricta CBS 7877]	50591
AYO47121.1 glycosyl transferase [Streptococcus mutans]	50591
AYO62271.1 N-glycosyltransferase [Aeromonas salmonicida subsp. salmonicida 01-B526]	50591
AYO70682.1 salmochelin biosynthesis C-glycosyltransferase IroB (plasmid) [Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775]	50591
AYO84162.1 glycosyltransferase [Methylobacterium brachiatum]	50591
AYO91697.1 UDP-glycose flavonoid 3-O-glycosyltransferase [Morus alba]	50591
AYP25421.1 glycosyltransferase (plasmid) [Pantoea agglomerans]	50591
AYQ15089.1 glycosyl transferase family 1 [Bacillus paralicheniformis]	50591
AYQ15433.1 UDP-glucosyltransferase [Bacillus paralicheniformis]	50591
AYQ16374.1 UDP-glucosyltransferase [Bacillus paralicheniformis]	50591
AYQ40126.1 glycosyltransferase [Burkholderia lata]	50591
AYQ46673.1 4'-demethylrebeccamycin synthase [Dickeya solani]	50591
AYQ50845.1 4'-demethylrebeccamycin synthase [Dickeya solani]	50591
AYQ58373.1 UDP-glycosyltransferase [Camellia sinensis]	50591
AYQ58374.1 UDP-glucosyltransferase [Camellia sinensis]	50591
AYQ82632.1 glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
AYQ98965.1 UDP-glycosyltransferase [Prunus dulcis]	50591
AYQ98966.1 UDP-glycosyltransferase [Prunus dulcis]	50591
AYQ98967.1 UDP-glycosyltransferase [Prunus dulcis]	50591
AYQ98969.1 UDP-glycosyltransferase [Prunus dulcis]	50591
AYQ98970.1 UDP-glycosyltransferase [Prunus dulcis]	50591
AYR14620.1 glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
AYR16603.1 UDP-glucosyltransferase UGT73AZ1 [Polygala tenuifolia]	50591
AYR16604.1 UDP-glucosyltransferase UGT74B7 [Polygala tenuifolia]	50591
AYR16605.1 UDP-glucosyltransferase UGT89N1 [Polygala tenuifolia]	50591
AYR16606.1 UDP-glucosyltransferase UGT73BA1 [Polygala tenuifolia]	50591
AYR16607.1 UDP-glucosyltransferase UGT74AT1 [Polygala tenuifolia]	50591
AYR16608.1 UDP-glucosyltransferase UGT709P1 [Polygala tenuifolia]	50591
AYR16609.1 UDP-glucosyltransferase UGT75L19 [Polygala tenuifolia]	50591
AYR16610.1 UDP-glucosyltransferase UGT74AU1 [Polygala tenuifolia]	50591
AYR16611.1 UDP-glucosyltransferase UGT91R8 [Polygala tenuifolia]	50591
AYR16612.1 UDP-glucosyltransferase UGT84A31 [Polygala tenuifolia]	50591
AYR16613.1 UDP-glucosyltransferase UGT83N1 [Polygala tenuifolia]	50591
AYR16614.1 UDP-glucosyltransferase UGT83P1 [Polygala tenuifolia]	50591
AYR16615.1 UDP-glucosyltransferase UGT87H5 [Polygala tenuifolia]	50591
AYR16616.1 UDP-glucosyltransferase UGT93A11 [Polygala tenuifolia]	50591
AYR16617.1 UDP-glucosyltransferase UGT85A54 [Polygala tenuifolia]	50591
AYR16618.1 UDP-glucosyltransferase UGT72AJ3 [Polygala tenuifolia]	50591
AYR16619.1 UDP-glucosyltransferase UGT79F1 [Polygala tenuifolia]	50591
AYR16620.1 UDP-glucosyltransferase UGT708L1 [Polygala tenuifolia]	50591
AYR16622.1 UDP-glucosyltransferase UGT74AV1 [Polygala tenuifolia]	50591
AYR16623.1 UDP-glucosyltransferase UGT84A32 [Polygala tenuifolia]	50591
AYR16624.1 UDP-glucosyltransferase UGT79F2 [Polygala tenuifolia]	50591
AYR16625.1 UDP-glucosyltransferase UGT73BB1 [Polygala tenuifolia]	50591
AYR16626.1 UDP-glucosyltransferase UGT71AD1 [Polygala tenuifolia]	50591
AYR16627.1 UDP-glucosyltransferase UGT87N1 [Polygala tenuifolia]	50591
AYR16628.1 UDP-glucosyltransferase UGT85A55 [Polygala tenuifolia]	50591
AYR16629.1 UDP-glucosyltransferase UGT90A13 [Polygala tenuifolia]	50591
AYR16630.1 UDP-glucosyltransferase UGT85A56 [Polygala tenuifolia]	50591
AYR16631.1 UDP-glucosyltransferase UGT86A16 [Polygala tenuifolia]	50591
AYR16632.1 UDP-glucosyltransferase UGT86J1 [Polygala tenuifolia]	50591
AYR16633.1 UDP-glucosyltransferase UGT71AD2 [Polygala tenuifolia]	50591
AYR16634.1 UDP-glucosyltransferase UGT74B8 [Polygala tenuifolia]	50591
AYR16635.1 UDP-glucosyltransferase UGT87P1 [Polygala tenuifolia]	50591
AYR16636.1 UDP-glucosyltransferase UGT87Q1 [Polygala tenuifolia]	50591
AYR16637.1 UDP-glucosyltransferase UGT79A10 [Polygala tenuifolia]	50591
AYR16638.1 UDP-glucosyltransferase UGT79G1 [Polygala tenuifolia]	50591
AYR16639.1 UDP-glucosyltransferase UGT79G2 [Polygala tenuifolia]	50591
AYU75304.1 ecdysteroid UDP-glucosyltransferase [Spodoptera littoralis nucleopolyhedrovirus]	50591
AYU75368.1 ecdysteroid UDP-glucosyltransferase [Phthorimaea operculella granulovirus]	50591
AYU75371.1 ecdysteroid UDP-glucosyltransferase [Phthorimaea operculella granulovirus]	50591
AYU88836.1 glycosyltransferase [Serratia sp. LS-1]	50591
AYV18218.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
AYV18815.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
AYV19562.1 glycosyl transferase family 1 [Bacillus velezensis]	50591
AYV26541.1 4'-demethylrebeccamycin synthase [Streptomyces sp. ADI95-16]	50591
AYV30558.1 Oleandomycin glycosyltransferase [Streptomyces sp. ADI95-16]	50591
AYV47795.1 glycosyl transferase [Caulobacter flavus]	50591
AYV61564.1 DDMP-transferase [Glycine max]	50591
AYV65221.1 uridine diphosphate glucose-flavonoidglucosyltransferase [Rosa hybrid cultivar]	50591
AYW01716.1 glycosyltransferase UGT90A14 [Carthamus tinctorius]	50591
AYW01717.1 glycosyltransferase UGT71AE1 [Carthamus tinctorius]	50591
AYW01718.1 glycosyltransferase UGT84A33 [Carthamus tinctorius]	50591
AYW03277.1 Glycosyltransferase [Actinoplanes deccanensis]	50591
AYW03285.1 glycosyltransferase [Actinoplanes deccanensis]	50591
AYW35116.1 UDP-glucose:glucosyltransferase [Nicotiana tabacum]	50591
AYW39532.1 glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
AYW58877.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AYW65080.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AYW71466.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AYW76475.1 MjmSIII [Streptomyces sp.]	50591
AYY12415.1 glycosyltransferase [Actinobacteria bacterium YIM 96077]	50591
AYY12423.1 glycosyltransferase [Actinobacteria bacterium YIM 96077]	50591
AYY26653.1 glycosyl transferase [Bacillus sp. FDAARGOS_527]	50591
AYY27255.1 glycosyl transferase family 1 [Bacillus sp. FDAARGOS_527]	50591
AYY41797.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AYZ31479.1 glycosyltransferase [Serratia sp. FDAARGOS_506]	50591
AYZ47190.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AYZ59618.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AYZ77618.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AYZ86290.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
AZB52139.1 UDP-glycosyltransferase 95B2 [Punica granatum]	50591
AZB52806.1 7-deoxyloganetic acid glucosyltransferase 2 [Centranthera grandiflora]	50591
AZB52807.1 7-deoxyloganetic acid glucosyltransferase 4 [Centranthera grandiflora]	50591
AZB52814.1 7-deoxyloganetic acid glucosyltransferase 1 [Centranthera grandiflora]	50591
AZC12746.1 glycosyltransferase [Microbacterium sp. ABRD_28]	50591
AZC14848.1 glycosyltransferase [Microbacterium sp. ABRD_28]	50591
AZC85901.1 cyclo-DOPA 5-O-glucosyltransferase [Mirabilis jalapa]	50591
AZG04489.1 7-deoxyloganetic acid glucosyl transferase 3 [Centranthera grandiflora]	50591
AZG04490.1 7-deoxyloganetic acid glucosyl transferase 3-1 [Centranthera grandiflora]	50591
AZG38076.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
AZG39269.1 glycosyl transferase family 1 [Bacillus velezensis]	50591
AZG41019.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
AZG77380.1 glycosyltransferase [Methylocystis rosea]	50591
AZH31267.1 glycosyl transferase [Paenibacillus sp. M-152]	50591
AZH31277.1 UDP-glucosyltransferase [Paenibacillus sp. M-152]	50591
AZH89851.1 glycosyl transferase (plasmid) [Escherichia coli]	50591
AZI45901.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
AZI46536.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
AZI47224.1 glycosyl transferase family 1 [Bacillus velezensis]	50591
AZI53098.1 glycosyltransferase (plasmid) [Pantoea agglomerans]	50591
AZI60548.1 glycosyl transferase [Rhodococcus sp. NJ-530]	50591
AZI88039.1 glycosyltransferase [Kosakonia sp. CCTCC M2018092]	50591
AZJ20240.1 glycosyl transferase [Bacillus wiedmannii bv. thuringiensis]	50591
AZJ20754.1 UDP-glucosyltransferase [Bacillus wiedmannii bv. thuringiensis]	50591
AZJ20890.1 glycosyl transferase family 1 [Bacillus wiedmannii bv. thuringiensis]	50591
AZJ41811.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
AZJ44387.1 glycosyl transferase family 1 [Bacillus velezensis]	50591
AZJ45081.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
AZJ46259.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
AZJ46856.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
AZJ47512.1 glycosyl transferase family 1 [Bacillus amyloliquefaciens]	50591
AZK96240.1 hypothetical protein B7R87_21995 [Streptomyces tsukubensis]	50591
